| time start | time end | open | high | low | close | volume | efficiency_ratio_10_close | market_dimension_10_low_high | fractal_dimension_10_low_high | stoch_10_low_high_close | cmf_20_low_high_close_volume |
| 2024-03-12 06:00:00 | 2024-03-12 12:00:00 | 4038.48 | 4065.00 | 3965.00 | 4020.84 | 120901.59 | 0.233228 | 0.186050 | 1.434717 | 0.303003 | 0.234247 |
| 2024-03-12 12:00:00 | 2024-03-12 18:00:00 | 4020.34 | 4053.80 | 3828.98 | 3950.56 | 271885.45 | 0.042905 | 0.238264 | 1.685438 | 0.113554 | 0.187776 |
| 2024-03-12 18:00:00 | 2024-03-13 00:00:00 | 3949.82 | 3991.00 | 3927.18 | 3979.97 | 132745.08 | 0.160039 | 0.244006 | 1.712271 | 0.192832 | 0.241354 |
| 2024-03-13 00:00:00 | 2024-03-13 06:00:00 | 3979.96 | 4045.86 | 3973.53 | 4037.04 | 87274.07 | 0.353927 | 0.239753 | 1.759967 | 0.346673 | 0.281765 |
| 2024-03-13 06:00:00 | 2024-03-13 12:00:00 | 4038.18 | 4083.00 | 4033.60 | 4048.91 | 119282.95 | 0.467921 | 0.216588 | 1.752531 | 0.378669 | 0.223484 |
| 2024-03-13 12:00:00 | 2024-03-13 18:00:00 | 4052.18 | 4053.00 | 3932.23 | 3981.01 | 191445.77 | -0.171168 | 0.329006 | 1.955317 | 0.073828 | 0.168861 |
| 2024-03-13 18:00:00 | 2024-03-14 00:00:00 | 3981.40 | 4021.00 | 3973.51 | 4004.79 | 84229.07 | -0.102509 | 0.256499 | 1.667332 | 0.163585 | 0.216804 |
| 2024-03-14 00:00:00 | 2024-03-14 06:00:00 | 4003.78 | 4010.98 | 3940.64 | 3969.16 | 94395.42 | -0.281377 | 0.257950 | 1.649912 | 0.029101 | 0.194261 |
| 2024-03-14 06:00:00 | 2024-03-14 12:00:00 | 3970.53 | 3997.70 | 3943.12 | 3955.04 | 88974.41 | -0.258087 | 0.256385 | 1.649912 | -0.024194 | 0.175171 |
| 2024-03-14 12:00:00 | 2024-03-14 18:00:00 | 3951.40 | 3967.40 | 3820.20 | 3874.80 | 249741.76 | -0.374174 | 0.290863 | 1.889423 | -0.292237 | 0.155869 |
| 2024-03-14 18:00:00 | 2024-03-15 00:00:00 | 3874.81 | 3892.00 | 3723.00 | 3881.69 | 215138.06 | -0.210670 | 0.203627 | 1.616724 | -0.059195 | 0.203440 |
| 2024-03-15 00:00:00 | 2024-03-15 06:00:00 | 3886.38 | 3934.02 | 3623.00 | 3674.21 | 326287.81 | -0.605490 | 0.156027 | 1.241442 | -0.388674 | 0.102435 |
| 2024-03-15 06:00:00 | 2024-03-15 12:00:00 | 3673.80 | 3779.92 | 3570.00 | 3689.33 | 288898.81 | -0.750945 | 0.160071 | 1.173283 | -0.267388 | 0.117509 |
| 2024-03-15 12:00:00 | 2024-03-15 18:00:00 | 3690.92 | 3742.00 | 3659.01 | 3694.74 | 164257.24 | -0.775719 | 0.162380 | 1.095664 | -0.256842 | 0.102528 |
| 2024-03-15 18:00:00 | 2024-03-16 00:00:00 | 3691.79 | 3806.62 | 3606.65 | 3742.19 | 168087.16 | -0.547602 | 0.214005 | 1.305273 | -0.143499 | 0.107697 |
| 2024-03-16 00:00:00 | 2024-03-16 06:00:00 | 3739.04 | 3781.12 | 3690.18 | 3714.01 | 97990.45 | -0.660084 | 0.229724 | 1.553747 | -0.180687 | 0.075511 |
| 2024-03-16 06:00:00 | 2024-03-16 12:00:00 | 3712.18 | 3741.35 | 3661.83 | 3692.29 | 87617.87 | -0.649001 | 0.245539 | 1.502220 | -0.222686 | -0.002588 |
| 2024-03-16 12:00:00 | 2024-03-16 18:00:00 | 3695.56 | 3711.37 | 3626.39 | 3632.39 | 134075.01 | -0.683017 | 0.260416 | 1.553408 | -0.354127 | -0.050669 |
| 2024-03-16 18:00:00 | 2024-03-17 00:00:00 | 3638.14 | 3638.14 | 3468.80 | 3523.09 | 228662.78 | -0.701386 | 0.233160 | 1.560293 | -0.391115 | -0.082301 |
| 2024-03-17 00:00:00 | 2024-03-17 06:00:00 | 3522.11 | 3582.40 | 3504.95 | 3545.78 | 109734.06 | -0.649415 | 0.241203 | 1.539836 | -0.334530 | -0.064535 |
| 2024-03-17 06:00:00 | 2024-03-17 12:00:00 | 3548.68 | 3606.41 | 3412.00 | 3578.99 | 202214.19 | -0.277626 | 0.208276 | 1.409521 | -0.180108 | -0.023763 |
| 2024-03-17 12:00:00 | 2024-03-17 18:00:00 | 3583.40 | 3649.00 | 3528.36 | 3644.63 | 133040.60 | -0.113597 | 0.257784 | 1.441742 | 0.089503 | 0.006799 |
| 2024-03-17 18:00:00 | 2024-03-18 00:00:00 | 3645.32 | 3678.68 | 3623.04 | 3644.70 | 72968.99 | -0.128916 | 0.214344 | 1.241877 | 0.089681 | -0.025835 |
| 2024-03-18 00:00:00 | 2024-03-18 06:00:00 | 3638.68 | 3645.02 | 3557.31 | 3634.29 | 115821.59 | -0.307302 | 0.215673 | 1.615278 | 0.063301 | -0.018828 |
| 2024-03-18 06:00:00 | 2024-03-18 12:00:00 | 3634.66 | 3640.97 | 3548.99 | 3597.83 | 135615.03 | -0.323261 | 0.205741 | 1.649473 | 0.003441 | -0.001878 |
| 2024-03-18 12:00:00 | 2024-03-18 18:00:00 | 3595.71 | 3613.41 | 3454.09 | 3508.18 | 200914.24 | -0.430838 | 0.267071 | 1.750108 | -0.207971 | -0.010532 |
| 2024-03-18 18:00:00 | 2024-03-19 00:00:00 | 3511.67 | 3548.00 | 3465.00 | 3520.47 | 118426.99 | -0.294744 | 0.306235 | 1.807526 | -0.137673 | -0.006357 |
| 2024-03-19 00:00:00 | 2024-03-19 06:00:00 | 3518.65 | 3548.09 | 3353.00 | 3382.20 | 259820.52 | -0.344736 | 0.310086 | 1.778619 | -0.410342 | -0.054364 |
| 2024-03-19 06:00:00 | 2024-03-19 12:00:00 | 3381.08 | 3393.07 | 3202.84 | 3276.51 | 341649.83 | -0.547642 | 0.182048 | 1.566758 | -0.345179 | -0.057975 |
| 2024-03-19 12:00:00 | 2024-03-19 18:00:00 | 3269.18 | 3357.68 | 3223.50 | 3314.29 | 247815.56 | -0.533390 | 0.195294 | 1.509212 | -0.265783 | -0.016347 |
| 2024-03-19 18:00:00 | 2024-03-20 00:00:00 | 3314.30 | 3359.80 | 3150.88 | 3158.65 | 200344.86 | -0.828949 | 0.168184 | 1.236459 | -0.485278 | -0.119414 |
| 2024-03-20 00:00:00 | 2024-03-20 06:00:00 | 3156.40 | 3266.01 | 3056.56 | 3109.95 | 313301.52 | -0.842272 | 0.141702 | 1.203009 | -0.414181 | -0.101820 |
| 2024-03-20 06:00:00 | 2024-03-20 12:00:00 | 3114.25 | 3296.72 | 3108.23 | 3293.26 | 242144.30 | -0.422176 | 0.181247 | 1.095037 | -0.097764 | -0.048963 |
| 2024-03-20 12:00:00 | 2024-03-20 18:00:00 | 3288.71 | 3397.00 | 3140.71 | 3299.19 | 400022.71 | -0.384222 | 0.215325 | 1.413846 | -0.084829 | -0.015091 |
| 2024-03-20 18:00:00 | 2024-03-21 00:00:00 | 3324.60 | 3535.24 | 3295.42 | 3516.53 | 253530.02 | 0.009227 | 0.260980 | 1.675300 | 0.326022 | 0.024822 |
| 2024-03-21 00:00:00 | 2024-03-21 06:00:00 | 3512.94 | 3558.99 | 3446.47 | 3510.09 | 153802.98 | -0.011545 | 0.290933 | 1.840426 | 0.402673 | 0.041365 |
| 2024-03-21 06:00:00 | 2024-03-21 12:00:00 | 3506.26 | 3587.32 | 3502.00 | 3531.18 | 139041.00 | 0.190531 | 0.269959 | 1.870847 | 0.394227 | 0.034977 |
| 2024-03-21 12:00:00 | 2024-03-21 18:00:00 | 3535.14 | 3574.41 | 3462.10 | 3473.00 | 156709.44 | 0.267548 | 0.252629 | 1.561174 | 0.284611 | 0.032011 |
| 2024-03-21 18:00:00 | 2024-03-22 00:00:00 | 3481.14 | 3521.91 | 3412.00 | 3492.84 | 151437.41 | 0.249208 | 0.235815 | 1.252641 | 0.321991 | 0.071483 |
| 2024-03-22 00:00:00 | 2024-03-22 06:00:00 | 3491.50 | 3533.49 | 3454.01 | 3531.80 | 89010.59 | 0.622135 | 0.224364 | 1.301231 | 0.395395 | 0.092040 |
| 2024-03-22 06:00:00 | 2024-03-22 12:00:00 | 3530.20 | 3542.52 | 3394.42 | 3405.18 | 99219.43 | 0.435629 | 0.211632 | 1.389638 | 0.156831 | 0.034389 |
| 2024-03-22 12:00:00 | 2024-03-22 18:00:00 | 3407.59 | 3425.84 | 3281.00 | 3335.97 | 213155.42 | 0.075779 | 0.231455 | 1.689238 | -0.024641 | -0.011073 |
| 2024-03-22 18:00:00 | 2024-03-23 00:00:00 | 3337.08 | 3362.19 | 3250.00 | 3336.35 | 157625.33 | 0.066588 | 0.237386 | 1.726812 | -0.061944 | 0.014522 |
| 2024-03-23 00:00:00 | 2024-03-23 06:00:00 | 3328.50 | 3362.38 | 3270.08 | 3331.62 | 75107.97 | -0.535273 | 0.296280 | 1.792888 | -0.258034 | -0.001140 |
| 2024-03-23 06:00:00 | 2024-03-23 12:00:00 | 3333.48 | 3383.80 | 3321.21 | 3364.98 | 69308.13 | -0.389693 | 0.237901 | 1.471897 | -0.159137 | 0.003792 |
| 2024-03-23 12:00:00 | 2024-03-23 18:00:00 | 3365.38 | 3435.48 | 3343.41 | 3403.81 | 101815.01 | -0.326497 | 0.231165 | 1.165718 | -0.044023 | 0.029335 |
| 2024-03-23 18:00:00 | 2024-03-24 00:00:00 | 3401.62 | 3413.39 | 3327.28 | 3329.53 | 77411.75 | -0.353191 | 0.245057 | 1.561876 | -0.254847 | -0.000601 |
| 2024-03-24 00:00:00 | 2024-03-24 06:00:00 | 3333.00 | 3368.16 | 3298.76 | 3325.13 | 74952.94 | -0.429179 | 0.267587 | 1.646560 | -0.243163 | 0.045483 |
| 2024-03-24 06:00:00 | 2024-03-24 12:00:00 | 3325.96 | 3392.72 | 3315.01 | 3387.37 | 48830.61 | -0.348822 | 0.255356 | 1.553249 | -0.030391 | 0.086057 |
| 2024-03-24 12:00:00 | 2024-03-24 18:00:00 | 3383.04 | 3414.46 | 3333.00 | 3367.53 | 69991.42 | -0.122530 | 0.256108 | 1.553249 | -0.098215 | 0.059202 |
| 2024-03-24 18:00:00 | 2024-03-25 00:00:00 | 3369.36 | 3471.22 | 3367.08 | 3454.99 | 66904.70 | 0.365630 | 0.352384 | 1.694236 | 0.426634 | 0.140261 |
| 2024-03-25 00:00:00 | 2024-03-25 06:00:00 | 3454.98 | 3506.49 | 3420.12 | 3486.32 | 103225.14 | 0.420708 | 0.263320 | 1.616397 | 0.421362 | 0.227040 |
| 2024-03-25 06:00:00 | 2024-03-25 12:00:00 | 3485.83 | 3487.98 | 3432.15 | 3436.20 | 72856.85 | 0.260239 | 0.268634 | 1.594148 | 0.202677 | 0.127153 |
| 2024-03-25 12:00:00 | 2024-03-25 18:00:00 | 3436.43 | 3666.00 | 3430.00 | 3638.91 | 234748.35 | 0.479560 | 0.176826 | 1.355078 | 0.426233 | 0.171648 |
| 2024-03-25 18:00:00 | 2024-03-26 00:00:00 | 3641.41 | 3646.66 | 3566.47 | 3590.43 | 137782.15 | 0.321282 | 0.182151 | 1.246413 | 0.294222 | 0.062814 |
| 2024-03-26 00:00:00 | 2024-03-26 06:00:00 | 3590.42 | 3643.71 | 3580.95 | 3630.29 | 167751.60 | 0.550398 | 0.173283 | 1.187952 | 0.402761 | 0.095332 |
| 2024-03-26 06:00:00 | 2024-03-26 12:00:00 | 3630.46 | 3678.86 | 3627.00 | 3631.61 | 92937.36 | 0.564046 | 0.153649 | 1.264520 | 0.375691 | 0.082910 |
| 2024-03-26 12:00:00 | 2024-03-26 18:00:00 | 3630.00 | 3654.34 | 3542.62 | 3583.81 | 147162.68 | 0.371398 | 0.178398 | 1.275274 | 0.238766 | 0.122193 |
| 2024-03-26 18:00:00 | 2024-03-27 00:00:00 | 3581.69 | 3613.50 | 3555.56 | 3587.32 | 91136.93 | 0.428783 | 0.187105 | 1.440137 | 0.235326 | 0.097005 |
| 2024-03-27 00:00:00 | 2024-03-27 06:00:00 | 3588.71 | 3627.67 | 3577.00 | 3612.41 | 58942.75 | 0.349651 | 0.208730 | 1.481017 | 0.286868 | 0.069761 |
| 2024-03-27 06:00:00 | 2024-03-27 12:00:00 | 3610.50 | 3616.50 | 3532.96 | 3585.07 | 76240.32 | 0.221298 | 0.265449 | 1.598541 | 0.137512 | 0.119005 |
| 2024-03-27 12:00:00 | 2024-03-27 18:00:00 | 3583.70 | 3665.84 | 3484.00 | 3498.00 | 228464.46 | 0.127903 | 0.323024 | 1.791349 | -0.226754 | 0.052246 |
| 2024-03-27 18:00:00 | 2024-03-28 00:00:00 | 3492.46 | 3521.47 | 3460.02 | 3501.20 | 79529.37 | -0.485458 | 0.325533 | 1.869517 | -0.213896 | 0.026284 |
| 2024-03-28 00:00:00 | 2024-03-28 06:00:00 | 3501.78 | 3542.37 | 3465.00 | 3533.70 | 128500.08 | -0.211924 | 0.304890 | 1.644373 | -0.163316 | 0.060698 |
| 2024-03-28 06:00:00 | 2024-03-28 12:00:00 | 3538.00 | 3595.70 | 3526.09 | 3579.74 | 98747.10 | -0.184577 | 0.299519 | 1.644373 | 0.047066 | 0.071844 |
| 2024-03-28 12:00:00 | 2024-03-28 18:00:00 | 3584.23 | 3611.78 | 3537.48 | 3553.85 | 108258.64 | -0.260555 | 0.305378 | 1.684551 | -0.071239 | 0.028973 |
| 2024-03-28 18:00:00 | 2024-03-29 00:00:00 | 3553.03 | 3580.00 | 3541.37 | 3560.49 | 69778.66 | -0.090641 | 0.324582 | 1.696736 | -0.011855 | 0.062766 |
| 2024-03-29 00:00:00 | 2024-03-29 06:00:00 | 3560.61 | 3584.37 | 3550.05 | 3558.03 | 46691.17 | -0.114312 | 0.282798 | 1.776649 | -0.023807 | 0.060317 |
| 2024-03-29 06:00:00 | 2024-03-29 12:00:00 | 3560.64 | 3576.27 | 3512.85 | 3549.86 | 95735.74 | -0.261376 | 0.285757 | 1.566243 | -0.063502 | 0.047016 |
| 2024-03-29 12:00:00 | 2024-03-29 18:00:00 | 3549.85 | 3558.00 | 3445.91 | 3485.24 | 113531.44 | -0.360932 | 0.291325 | 1.757055 | -0.321170 | 0.035636 |
| 2024-03-29 18:00:00 | 2024-03-30 00:00:00 | 3486.71 | 3524.55 | 3475.39 | 3509.74 | 66492.67 | 0.054855 | 0.273956 | 1.646538 | -0.209771 | 0.026798 |
| 2024-03-30 00:00:00 | 2024-03-30 06:00:00 | 3509.39 | 3532.77 | 3486.58 | 3508.00 | 70806.18 | 0.031991 | 0.308588 | 1.807094 | -0.125670 | -0.000319 |
| 2024-03-30 06:00:00 | 2024-03-30 12:00:00 | 3508.56 | 3564.00 | 3492.20 | 3559.99 | 63345.82 | 0.113295 | 0.315521 | 1.740562 | 0.187768 | 0.054149 |
| 2024-03-30 12:00:00 | 2024-03-30 18:00:00 | 3565.81 | 3565.81 | 3526.08 | 3531.97 | 42698.30 | -0.223193 | 0.290307 | 1.399757 | 0.018840 | -0.046880 |
| 2024-03-30 18:00:00 | 2024-03-31 00:00:00 | 3529.98 | 3531.97 | 3485.00 | 3505.65 | 39180.03 | -0.224751 | 0.275142 | 1.627725 | -0.139839 | -0.022439 |
| 2024-03-31 00:00:00 | 2024-03-31 06:00:00 | 3505.21 | 3607.97 | 3505.09 | 3604.20 | 63402.00 | 0.142670 | 0.303817 | 1.689897 | 0.476737 | -0.044665 |
| 2024-03-31 06:00:00 | 2024-03-31 12:00:00 | 3607.78 | 3632.80 | 3600.38 | 3609.20 | 70909.26 | 0.165647 | 0.244998 | 1.615137 | 0.373722 | -0.020168 |
| 2024-03-31 12:00:00 | 2024-03-31 18:00:00 | 3610.72 | 3638.00 | 3606.78 | 3626.59 | 52935.85 | 0.241190 | 0.233565 | 1.560854 | 0.440601 | 0.010451 |
| 2024-03-31 18:00:00 | 2024-04-01 00:00:00 | 3625.61 | 3655.32 | 3613.75 | 3645.29 | 56253.17 | 0.587965 | 0.193464 | 1.470817 | 0.452103 | 0.023144 |
| 2024-04-01 00:00:00 | 2024-04-01 06:00:00 | 3645.95 | 3645.95 | 3500.00 | 3510.00 | 88682.59 | 0.000679 | 0.264275 | 1.449697 | -0.307647 | -0.037487 |
| 2024-04-01 06:00:00 | 2024-04-01 12:00:00 | 3505.76 | 3560.17 | 3502.23 | 3537.98 | 91970.63 | 0.073258 | 0.291184 | 1.708341 | -0.188939 | -0.035553 |
| 2024-04-01 12:00:00 | 2024-04-01 18:00:00 | 3534.74 | 3570.58 | 3413.71 | 3443.55 | 162102.79 | -0.257793 | 0.223381 | 1.688610 | -0.376495 | 0.020670 |
| 2024-04-01 18:00:00 | 2024-04-02 00:00:00 | 3437.60 | 3514.88 | 3418.93 | 3503.80 | 66093.07 | -0.058213 | 0.234487 | 1.707747 | -0.127126 | 0.035735 |
| 2024-04-02 00:00:00 | 2024-04-02 06:00:00 | 3503.79 | 3505.60 | 3319.20 | 3369.58 | 162396.60 | -0.229921 | 0.185797 | 1.564472 | -0.350113 | -0.071947 |
| 2024-04-02 06:00:00 | 2024-04-02 12:00:00 | 3366.69 | 3388.58 | 3276.72 | 3308.63 | 155676.77 | -0.533318 | 0.171527 | 1.246619 | -0.415716 | -0.140846 |
| 2024-04-02 12:00:00 | 2024-04-02 18:00:00 | 3309.49 | 3324.26 | 3212.00 | 3269.01 | 214994.15 | -0.577739 | 0.132616 | 1.213139 | -0.371402 | -0.096826 |
| 2024-04-02 18:00:00 | 2024-04-03 00:00:00 | 3268.16 | 3305.00 | 3241.69 | 3278.96 | 90164.68 | -0.597929 | 0.140358 | 1.296557 | -0.348958 | -0.086533 |
| 2024-04-03 00:00:00 | 2024-04-03 06:00:00 | 3278.00 | 3324.60 | 3202.79 | 3293.03 | 115242.79 | -0.610757 | 0.157483 | 1.266707 | -0.300588 | -0.040630 |
| 2024-04-03 06:00:00 | 2024-04-03 12:00:00 | 3293.04 | 3357.58 | 3289.80 | 3317.53 | 101407.91 | -0.413052 | 0.169733 | 1.209837 | -0.241087 | -0.058744 |
| 2024-04-03 12:00:00 | 2024-04-03 18:00:00 | 3323.20 | 3367.40 | 3292.80 | 3324.51 | 105938.84 | -0.479740 | 0.205730 | 1.317945 | -0.169050 | -0.049419 |
| 2024-04-03 18:00:00 | 2024-04-04 00:00:00 | 3324.52 | 3341.30 | 3281.21 | 3310.83 | 87927.84 | -0.364395 | 0.206380 | 1.508452 | -0.206245 | -0.063410 |
| 2024-04-04 00:00:00 | 2024-04-04 06:00:00 | 3308.01 | 3333.00 | 3250.92 | 3296.01 | 91266.75 | -0.651808 | 0.236417 | 1.582973 | -0.201304 | -0.055380 |
| 2024-04-04 06:00:00 | 2024-04-04 12:00:00 | 3295.21 | 3355.48 | 3294.46 | 3340.36 | 52634.69 | -0.127643 | 0.234250 | 1.469535 | -0.045689 | -0.071235 |
| 2024-04-04 12:00:00 | 2024-04-04 18:00:00 | 3341.41 | 3416.83 | 3338.95 | 3412.59 | 85851.57 | 0.432807 | 0.321150 | 1.716465 | 0.480191 | -0.015166 |
| 2024-04-04 18:00:00 | 2024-04-05 00:00:00 | 3411.31 | 3443.93 | 3278.02 | 3327.39 | 126567.15 | 0.204282 | 0.297476 | 1.568557 | 0.016712 | -0.037290 |
| 2024-04-05 00:00:00 | 2024-04-05 06:00:00 | 3327.91 | 3336.00 | 3242.01 | 3273.79 | 98424.70 | -0.015694 | 0.289058 | 1.604060 | -0.205565 | -0.080283 |
| 2024-04-05 06:00:00 | 2024-04-05 12:00:00 | 3271.00 | 3312.80 | 3236.80 | 3243.52 | 80272.91 | -0.143246 | 0.294905 | 1.624423 | -0.331094 | -0.096096 |
| 2024-04-05 12:00:00 | 2024-04-05 18:00:00 | 3242.34 | 3333.31 | 3210.00 | 3312.55 | 128045.50 | -0.012764 | 0.308131 | 1.582967 | -0.061621 | -0.060060 |
| 2024-04-05 18:00:00 | 2024-04-06 00:00:00 | 3313.60 | 3350.00 | 3305.10 | 3317.85 | 37800.28 | -0.017144 | 0.297264 | 1.773347 | -0.038964 | -0.081777 |
| 2024-04-06 00:00:00 | 2024-04-06 06:00:00 | 3317.41 | 3352.81 | 3306.68 | 3337.06 | 41831.22 | 0.066572 | 0.283741 | 1.521612 | 0.043154 | -0.040775 |
| 2024-04-06 06:00:00 | 2024-04-06 12:00:00 | 3334.60 | 3351.52 | 3325.00 | 3330.67 | 39686.32 | 0.089890 | 0.267796 | 1.559390 | 0.015838 | -0.063458 |
| 2024-04-06 12:00:00 | 2024-04-06 18:00:00 | 3328.00 | 3361.77 | 3313.40 | 3341.00 | 42476.12 | 0.001820 | 0.251785 | 1.617505 | 0.059997 | -0.012106 |
| 2024-04-06 18:00:00 | 2024-04-07 00:00:00 | 3341.20 | 3398.42 | 3336.94 | 3351.59 | 59319.47 | -0.210403 | 0.252003 | 1.484316 | 0.105267 | -0.054839 |
| 2024-04-07 00:00:00 | 2024-04-07 06:00:00 | 3355.15 | 3413.61 | 3344.08 | 3400.00 | 51582.55 | 0.286849 | 0.248037 | 1.543103 | 0.312209 | 0.000455 |
| 2024-04-07 06:00:00 | 2024-04-07 12:00:00 | 3397.06 | 3401.08 | 3376.83 | 3390.33 | 30433.31 | 0.557074 | 0.224214 | 1.255267 | 0.385664 | 0.042293 |
| 2024-04-07 12:00:00 | 2024-04-07 18:00:00 | 3389.20 | 3420.00 | 3377.34 | 3386.59 | 63603.26 | 0.783215 | 0.186852 | 1.248131 | 0.340905 | 0.020739 |
