Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,7.374124050140381,7.374124050140381,7.2912678718566895,7.2912678718566895,1.5265569686889648,407940,0.0,0.0
1962-01-03 00:00:00-05:00,7.2912678718566895,7.3550028800964355,7.2912678718566895,7.3550028800964355,1.5399004220962524,305955,0.0,0.0
1962-01-04 00:00:00-05:00,7.3550028800964355,7.3550028800964355,7.2785210609436035,7.281707763671875,1.5245548486709595,274575,0.0,0.0
1962-01-05 00:00:00-05:00,7.272148132324219,7.272148132324219,7.125557899475098,7.138305187225342,1.494531273841858,384405,0.0,0.0
1962-01-08 00:00:00-05:00,7.131930828094482,7.131930828094482,6.9471001625061035,7.00446081161499,1.4665086269378662,572685,0.0,0.0
1962-01-09 00:00:00-05:00,7.0363287925720215,7.176546096801758,7.0363287925720215,7.087316989898682,1.4838560819625854,517770,0.0,0.0
1962-01-10 00:00:00-05:00,7.100063800811768,7.131930828094482,7.100063800811768,7.100063800811768,1.4865243434906006,313800,0.0,0.0
1962-01-11 00:00:00-05:00,7.1191840171813965,7.176546096801758,7.1191840171813965,7.176546096801758,1.5025379657745361,337335,0.0,0.0
1962-01-12 00:00:00-05:00,7.189292907714844,7.2402801513671875,7.189292907714844,7.189292907714844,1.5052064657211304,462855,0.0,0.0
1962-01-15 00:00:00-05:00,7.214786052703857,7.237093925476074,7.214786052703857,7.221159934997559,1.5118778944015503,266730,0.0,0.0
1962-01-16 00:00:00-05:00,7.214786052703857,7.214786052703857,7.144678115844727,7.144678115844727,1.495865821838379,266730,0.0,0.0
1962-01-17 00:00:00-05:00,7.112811088562012,7.112811088562012,7.01083517074585,7.02995491027832,1.4718466997146606,439320,0.0,0.0
1962-01-18 00:00:00-05:00,7.049076080322266,7.1191840171813965,7.049076080322266,7.049076080322266,1.475848913192749,392250,0.0,0.0
1962-01-19 00:00:00-05:00,7.049076080322266,7.068195819854736,6.972593784332275,7.05544900894165,1.4771841764450073,423630,0.0,0.0
1962-01-22 00:00:00-05:00,7.05544900894165,7.125557899475098,7.0363287925720215,7.0427021980285645,1.4745155572891235,290265,0.0,0.0
1962-01-23 00:00:00-05:00,7.039515972137451,7.049076080322266,6.9598469734191895,6.972593784332275,1.4598366022109985,392250,0.0,0.0
1962-01-24 00:00:00-05:00,6.972593784332275,7.01083517074585,6.937540054321289,7.01083517074585,1.467842698097229,431475,0.0,0.0
1962-01-25 00:00:00-05:00,7.01083517074585,7.068195819854736,6.921606063842773,6.934352874755859,1.451831340789795,337335,0.0,0.0
1962-01-26 00:00:00-05:00,6.934352874755859,6.9598469734191895,6.896111965179443,6.899299144744873,1.444490909576416,258885,0.0,0.0
1962-01-29 00:00:00-05:00,6.899299144744873,6.9471001625061035,6.781389236450195,6.781389236450195,1.4198057651519775,611910,0.0,0.0
1962-01-30 00:00:00-05:00,6.781389236450195,6.819630146026611,6.695346832275391,6.695346832275391,1.4017903804779053,776655,0.0,0.0
1962-01-31 00:00:00-05:00,6.762269020080566,6.908858776092529,6.762269020080566,6.908858776092529,1.4464921951293945,800190,0.0,0.0
1962-02-01 00:00:00-05:00,6.978967189788818,7.087316989898682,6.978967189788818,7.068195819854736,1.4798521995544434,674670,0.0,0.0
1962-02-02 00:00:00-05:00,7.068195819854736,7.112811088562012,7.0363287925720215,7.112811088562012,1.4891941547393799,533460,0.0,0.0
1962-02-05 00:00:00-05:00,7.112811088562012,7.112811088562012,6.9853410720825195,7.0235819816589355,1.4705129861831665,329490,0.0,0.0
