#{"t_start": 1720028026.2019715, "env_id": "None"}
r,l,t
9.07126,128,387.897552
0.439271,128,388.938762
-1.212107,128,390.08579
-0.149385,128,391.088384
-0.381971,128,392.204244
-0.190508,128,393.224493
-3.192563,128,394.285845
-1.188259,128,395.319925
-0.123551,128,396.383693
-4.538682,128,397.343873
-8.483359,128,398.375149
-0.568117,128,399.440739
-33.20034,128,400.439789
-18.526727,128,401.429368
-0.146433,128,402.411254
-0.19973,128,403.423736
-0.198989,128,404.570062
-21.453057,128,405.677805
-0.057281,128,406.694019
-12.897911,128,407.7605
0.066067,128,408.815609
-113.594733,128,409.799169
-0.119883,128,410.813498
-3.209663,128,411.908993
-0.997296,128,413.104949
-0.299996,128,414.191479
-0.201529,128,415.22459
0.821694,128,416.312013
-12.284255,128,417.403104
2.236154,128,418.39871
-14.844407,128,419.406385
-5.021918,128,420.421364
-4.584999,128,421.491128
-2.325123,128,422.463454
-0.207651,128,423.438411
-0.715464,128,424.342618
-0.730734,128,425.471092
-5.093789,128,426.454026
-7.234731,128,427.446573
-2.237101,128,428.480047
-0.860912,128,429.462589
-0.628929,128,430.473422
-8.85823,128,431.530065
1.16709,128,432.628282
-5.315084,128,433.721467
-4.195578,128,434.667928
-4.591836,128,435.723042
-2.446386,128,436.757139
-15.252684,128,437.903689
-0.819919,128,438.871524
-1.072813,128,439.856082
-0.604637,128,440.837584
-0.819474,128,441.770594
-0.999958,128,442.832622
-1.041323,128,443.818837
-4.413133,128,444.904822
-1.956336,128,445.888198
-5.326822,128,446.870435
-2.525845,128,447.880038
0.137389,128,448.846267
3.385032,128,449.950204
-7.517892,128,451.024189
-1.481607,128,452.082559
-2.189843,128,453.248703
-1.312178,128,454.594938
3.205078,128,455.827245
3.039774,128,456.917368
0.465717,128,458.15328
2.517229,128,459.365801
1.25214,128,460.552619
-4.335441,128,461.479546
0.765801,128,462.536155
-0.380806,128,463.587093
-0.274678,128,464.62422
-3.682444,128,465.66501
-57.301981,128,466.599663
-0.455696,128,467.623369
-1.952748,128,468.65629
-9.864086,128,469.636226
-8.52396,128,470.566496
-2.749913,128,471.524714
-0.224682,128,472.515553
-31.970181,128,473.621289
-0.283868,128,474.583653
-0.569267,128,475.521373
-4.285889,128,476.521741
-1.912289,128,477.567982
-3.347696,128,478.556914
-0.195537,128,479.541447
-0.264871,128,480.469066
0.482064,128,481.398481
-1.209531,128,482.444026
-0.719471,128,483.501532
-2.420556,128,484.480331
-8.002456,128,485.544706
0.429512,128,486.53706
-6.496413,128,487.566516
-0.873591,128,488.623916
-6.059815,128,489.720908
-1.440989,128,490.702796
0.329202,128,491.757075
-0.347443,128,492.803845
-1.326247,128,493.851177
-0.490699,128,494.916778
-0.629429,128,495.897353
0.915817,128,496.966773
0.801632,128,497.963366
-1.303579,128,498.906138
-1.25744,128,499.909296
-1.377286,128,500.911985
-0.298087,128,501.914392
0.313189,128,502.906776
-0.413083,128,503.900882
1.564843,128,504.893929
-1.375957,128,505.933484
-2.589788,128,506.99312
-0.636901,128,507.933763
-10.448287,128,509.117657
-1.488398,128,510.190074
-0.239123,128,511.182677
-0.754253,128,512.171875
-0.480026,128,513.188677
7.437439,128,514.141214
-0.604774,128,515.228716
-0.289418,128,516.273706
-2.267461,128,517.295154
1.540663,128,518.433193
-0.576762,128,519.605525
0.263316,128,520.559782
-1.412427,128,521.614438
-0.296675,128,522.604408
-0.403202,128,523.623674
1.636123,128,524.637075
-0.362728,128,525.577303
-0.509495,128,526.64864
0.06182,128,527.589896
-0.119539,128,528.628188
-0.514028,128,529.732886
-0.446748,128,530.833109
-0.135153,128,531.757462
-0.161114,128,532.709492
-1.305444,128,533.767267
-1.124589,128,534.783726
-0.638027,128,535.733332
-4.840335,128,536.739996
-5.797465,128,537.792829
1.001714,128,538.80639
-1.019868,128,539.878204
-1.456269,128,540.870249
3.464903,128,541.87542
0.032063,128,542.932477
-90.785479,128,543.947617
-44.97206,128,544.922225
-0.979133,128,546.056393
-73.692154,128,547.246008
-2.259059,128,548.42895
-1.457565,128,549.611864
0.866134,128,550.814046
0.889781,128,552.010986
-1.203764,128,553.178154
0.836522,128,554.458851
-2.37011,128,555.767683
-2.536349,128,557.182458
-4.437542,128,558.344306
-0.143841,128,559.55163
-3.309741,128,560.683403
-3.607314,128,561.83002
-0.061821,128,562.933582
-7.881636,128,564.120389
-5.993729,128,565.296987
-10.50876,128,566.58186
0.048932,128,567.864112
0.087382,128,569.133618
5.10097,128,570.304862
-16.437545,128,571.437747
-1.745324,128,572.419306
-3.568186,128,573.556749
-0.210589,128,574.751928
-2.73622,128,575.92578
-3.506619,128,577.029939
-3.169679,128,578.002161
-3.314549,128,579.050886
-1.025783,128,580.073703
28.682313,128,581.054042
-5.187177,128,582.040296
-1.564568,128,583.05044
-21.610462,128,584.173934
1.0502,128,585.124993
0.062244,128,586.203283
-0.796185,128,587.235254
-0.100878,128,588.257223
-0.836831,128,589.267157
-0.192492,128,590.27941
-10.835668,128,591.309482
-1.322685,128,592.363956
-6.40452,128,593.446911
2.523808,128,594.538481
6.964413,128,595.501192
-1.123541,128,596.490091
-0.339709,128,597.545464
-1.630511,128,598.647707
-0.531542,128,599.69176
-1.30532,128,600.694428
1.193148,128,601.771699
-0.463753,128,602.896598
0.463698,128,604.123654
-5.772076,128,605.270411
-4.976007,128,606.31683
-0.069268,128,607.482962
-0.361813,128,608.714497
-23.618354,128,609.958591
0.096408,128,611.174239
0.418082,128,612.334811
-5.39601,128,613.487652
