| time start | time end | open | high | low | close | volume | l_h | cl_hl | ol_hl |
| 2024-04-13 06:00:00 | 2024-04-13 12:00:00 | 3249.19 | 3301.90 | 3246.32 | 3268.20 | 74757.80 | 0.983167 | 0.393666 | 0.051635 |
| 2024-04-13 12:00:00 | 2024-04-13 18:00:00 | 3267.69 | 3296.83 | 3189.23 | 3194.01 | 133055.34 | 0.967363 | 0.044424 | 0.729181 |
| 2024-04-13 18:00:00 | 2024-04-14 00:00:00 | 3200.95 | 3237.92 | 2852.00 | 3007.01 | 612926.33 | 0.880812 | 0.401664 | 0.904203 |
| 2024-04-14 00:00:00 | 2024-04-14 06:00:00 | 3011.06 | 3079.07 | 2906.73 | 3073.10 | 229560.15 | 0.944029 | 0.965359 | 0.605373 |
| 2024-04-14 06:00:00 | 2024-04-14 12:00:00 | 3075.20 | 3102.15 | 3008.86 | 3027.00 | 151500.15 | 0.969927 | 0.194447 | 0.711116 |
| 2024-04-14 12:00:00 | 2024-04-14 18:00:00 | 3025.53 | 3101.27 | 2980.00 | 3051.58 | 214206.45 | 0.960897 | 0.590254 | 0.375443 |
| 2024-04-14 18:00:00 | 2024-04-15 00:00:00 | 3049.83 | 3174.23 | 3039.00 | 3155.11 | 141292.18 | 0.957398 | 0.858612 | 0.080086 |
| 2024-04-15 00:00:00 | 2024-04-15 06:00:00 | 3144.40 | 3161.02 | 3100.00 | 3157.79 | 105574.96 | 0.980696 | 0.947067 | 0.727628 |
| 2024-04-15 06:00:00 | 2024-04-15 12:00:00 | 3159.87 | 3277.85 | 3156.55 | 3229.64 | 149536.23 | 0.962994 | 0.602554 | 0.027371 |
| 2024-04-15 12:00:00 | 2024-04-15 18:00:00 | 3229.16 | 3246.03 | 3088.93 | 3115.61 | 204896.63 | 0.951602 | 0.169829 | 0.892615 |
| 2024-04-15 18:00:00 | 2024-04-16 00:00:00 | 3123.36 | 3128.44 | 3023.19 | 3102.00 | 145029.47 | 0.966357 | 0.748789 | 0.951736 |
| 2024-04-16 00:00:00 | 2024-04-16 06:00:00 | 3095.19 | 3120.59 | 2986.00 | 3047.10 | 151517.60 | 0.956870 | 0.453972 | 0.811278 |
| 2024-04-16 06:00:00 | 2024-04-16 12:00:00 | 3047.75 | 3128.01 | 3003.00 | 3093.31 | 140609.87 | 0.960035 | 0.722423 | 0.357971 |
| 2024-04-16 12:00:00 | 2024-04-16 18:00:00 | 3086.65 | 3095.37 | 2995.00 | 3043.26 | 168001.36 | 0.967574 | 0.480820 | 0.913119 |
| 2024-04-16 18:00:00 | 2024-04-17 00:00:00 | 3044.80 | 3118.24 | 3035.46 | 3084.21 | 65947.13 | 0.973453 | 0.588910 | 0.112830 |
| 2024-04-17 00:00:00 | 2024-04-17 06:00:00 | 3083.39 | 3123.75 | 3068.39 | 3089.53 | 74294.88 | 0.982278 | 0.381866 | 0.270953 |
| 2024-04-17 06:00:00 | 2024-04-17 12:00:00 | 3091.39 | 3098.73 | 3037.65 | 3040.19 | 69684.61 | 0.980289 | 0.041585 | 0.879828 |
| 2024-04-17 12:00:00 | 2024-04-17 18:00:00 | 3042.77 | 3063.65 | 2914.47 | 3002.35 | 255708.81 | 0.951306 | 0.589088 | 0.860036 |
| 2024-04-17 18:00:00 | 2024-04-18 00:00:00 | 3003.78 | 3043.73 | 2964.35 | 2985.41 | 92204.29 | 0.973920 | 0.265304 | 0.496724 |
| 2024-04-18 00:00:00 | 2024-04-18 06:00:00 | 2985.00 | 3035.08 | 2950.98 | 2984.11 | 85061.96 | 0.972291 | 0.393937 | 0.404518 |
| 2024-04-18 06:00:00 | 2024-04-18 12:00:00 | 2989.18 | 3065.56 | 2954.01 | 3046.45 | 111830.54 | 0.963612 | 0.828686 | 0.315284 |
| 2024-04-18 12:00:00 | 2024-04-18 18:00:00 | 3052.19 | 3094.40 | 2985.69 | 3037.61 | 142947.48 | 0.964869 | 0.477603 | 0.611719 |
| 2024-04-18 18:00:00 | 2024-04-19 00:00:00 | 3041.38 | 3080.82 | 3018.20 | 3064.40 | 49224.36 | 0.979674 | 0.737781 | 0.370167 |
| 2024-04-19 00:00:00 | 2024-04-19 06:00:00 | 3061.25 | 3070.24 | 2865.18 | 3000.81 | 245673.46 | 0.933210 | 0.661417 | 0.956159 |
| 2024-04-19 06:00:00 | 2024-04-19 12:00:00 | 3000.99 | 3128.89 | 2989.57 | 3102.60 | 173264.46 | 0.955473 | 0.811299 | 0.081969 |
| 2024-04-19 12:00:00 | 2024-04-19 18:00:00 | 3105.17 | 3121.00 | 3029.72 | 3080.46 | 114312.88 | 0.970753 | 0.555872 | 0.826577 |
| 2024-04-19 18:00:00 | 2024-04-20 00:00:00 | 3081.41 | 3107.94 | 3020.63 | 3056.45 | 74591.44 | 0.971907 | 0.410263 | 0.696140 |
| 2024-04-20 00:00:00 | 2024-04-20 06:00:00 | 3058.38 | 3070.80 | 3018.75 | 3063.41 | 56092.20 | 0.983050 | 0.858019 | 0.761380 |
| 2024-04-20 06:00:00 | 2024-04-20 12:00:00 | 3061.46 | 3071.03 | 3029.99 | 3047.38 | 45474.67 | 0.986636 | 0.423730 | 0.766811 |
| 2024-04-20 12:00:00 | 2024-04-20 18:00:00 | 3048.94 | 3166.46 | 3040.34 | 3154.28 | 84292.90 | 0.960170 | 0.903426 | 0.068188 |
| 2024-04-20 18:00:00 | 2024-04-21 00:00:00 | 3158.69 | 3171.88 | 3127.00 | 3155.79 | 56731.17 | 0.985851 | 0.641491 | 0.706106 |
| 2024-04-21 00:00:00 | 2024-04-21 06:00:00 | 3153.65 | 3197.18 | 3126.87 | 3176.40 | 66119.79 | 0.978009 | 0.704451 | 0.380883 |
| 2024-04-21 06:00:00 | 2024-04-21 12:00:00 | 3174.23 | 3191.22 | 3153.66 | 3168.81 | 55968.36 | 0.988230 | 0.403358 | 0.547658 |
| 2024-04-21 12:00:00 | 2024-04-21 18:00:00 | 3171.27 | 3176.70 | 3116.49 | 3148.51 | 62216.68 | 0.981046 | 0.531806 | 0.909817 |
| 2024-04-21 18:00:00 | 2024-04-22 00:00:00 | 3148.99 | 3169.57 | 3129.82 | 3147.66 | 35637.16 | 0.987459 | 0.448801 | 0.482262 |
| 2024-04-22 00:00:00 | 2024-04-22 06:00:00 | 3146.52 | 3231.29 | 3129.15 | 3227.66 | 94404.49 | 0.968390 | 0.964459 | 0.170062 |
| 2024-04-22 06:00:00 | 2024-04-22 12:00:00 | 3230.00 | 3235.00 | 3187.99 | 3194.55 | 68792.38 | 0.985468 | 0.139546 | 0.893640 |
| 2024-04-22 12:00:00 | 2024-04-22 18:00:00 | 3194.87 | 3216.99 | 3166.80 | 3199.07 | 80453.01 | 0.984398 | 0.642958 | 0.559277 |
| 2024-04-22 18:00:00 | 2024-04-23 00:00:00 | 3193.00 | 3224.20 | 3175.75 | 3200.19 | 47310.53 | 0.984973 | 0.504437 | 0.356038 |
| 2024-04-23 00:00:00 | 2024-04-23 06:00:00 | 3197.46 | 3223.36 | 3168.52 | 3184.99 | 47977.44 | 0.982987 | 0.300327 | 0.527715 |
