Date;Value
2009/10/08;879.26923
2009/10/09;881.95744
2009/10/12;883.54671
2009/10/13;880.1999
2009/10/14;891.75938
2009/10/15;892.55362
2009/10/16;888.38987
2009/10/19;895.02887
2009/10/20;891.68756
2009/10/21;886.34652
2009/10/22;885.02961
2009/10/23;878.73478
2009/10/26;874.07015
2009/10/27;873.30756
2009/10/28;858.34195
2009/10/29;868.06695
2009/10/30;856.41192
2009/11/02;854.34217
2009/11/03;857.8247
2009/11/04;859.12887
2009/11/05;865.44785
2009/11/06;869.80733
2009/11/09;881.83615
2009/11/10;884.01284
2009/11/11;887.73156
2009/11/12;886.05727
2009/11/13;890.04554
2009/11/16;898.45911
2009/11/17;902.7022
2009/11/18;896.99118
2009/11/19;889.13435
2009/11/20;885.11819
2009/11/23;892.22162
2009/11/24;889.83513
2009/11/25;891.31287
2009/11/26;882.43927
2009/11/27;874.26955
2009/11/30;876.51602
2009/12/01;889.49068
2009/12/02;892.88932
2009/12/03;890.9019
2009/12/04;901.10006
2009/12/07;901.95017
2009/12/08;896.82852
2009/12/09;893.8707
2009/12/10;899.15666
2009/12/11;907.0722
2009/12/14;912.19604
2009/12/15;913.12348
2009/12/16;916.92588
2009/12/17;915.28186
2009/12/18;918.53293
2009/12/21;923.69204
2009/12/22;932.39036
2009/12/23;932.29644
2009/12/24;935.9377
2009/12/25;935.48388
2009/12/28;937.58093
2009/12/29;938.01527
2009/12/30;940.12225
2009/12/31;936.17138
2010/01/01;936.20332
2010/01/04;946.62621
2010/01/05;951.87884
2010/01/06;955.09993
2010/01/07;957.90767
2010/01/08;961.98197
2010/01/11;954.97119
2010/01/12;949.2152
2010/01/13;951.76409
2010/01/14;958.6735
2010/01/15;956.80273
2010/01/18;957.94521
2010/01/19;968.28778
2010/01/20;964.41651
2010/01/21;953.94481
2010/01/22;934.66409
2010/01/25;931.76033
2010/01/26;931.69304
2010/01/27;929.33407
2010/01/28;927.77286
2010/01/29;924.55019
2010/02/01;931.98469
2010/02/02;940.30986
2010/02/03;940.31641
2010/02/04;922.60507
2010/02/05;918.04843
2010/02/08;913.50157
2010/02/09;919.27192
2010/02/10;922.83442
2010/02/11;935.46511
2010/02/12;934.51154
2010/02/15;935.72095
2010/02/16;942.24093
2010/02/17;953.88159
2010/02/18;959.37426
2010/02/19;962.62658
2010/02/22;962.39614
2010/02/23;955.20601
2010/02/24;955.29339
2010/02/25;952.99855
2010/02/26;952.97194
2010/03/01;971.85848
2010/03/02;974.19796
2010/03/03;971.79617
2010/03/04;975.96936
2010/03/05;988.59058
2010/03/08;990.11101
2010/03/09;994.89388
2010/03/10;994.45447
2010/03/11;995.17687
2010/03/12;993.0879
2010/03/15;995.52587
2010/03/16;997.45972
2010/03/17;1007.09237
2010/03/18;1012.51592
2010/03/19;1013.28499
2010/03/22;1013.89731
2010/03/23;1019.91628
2010/03/24;1025.9474
2010/03/25;1027.29334
2010/03/26;1024.79263
2010/03/29;1026.77643
2010/03/30;1031.8062
2010/03/31;1023.4841
2010/04/01;1033.91359
2010/04/02;1034.49819
2010/04/05;1041.25316
2010/04/06;1051.81815
2010/04/07;1052.03863
2010/04/08;1048.79315
2010/04/09;1051.65432
2010/04/12;1043.53974
2010/04/13;1043.55399
2010/04/14;1049.9057
2010/04/15;1056.51307
2010/04/16;1044.89065
2010/04/19;1041.96655
2010/04/20;1051.72369
2010/04/21;1055.52539
2010/04/22;1056.78794
2010/04/23;1057.71607
2010/04/26;1064.83076
2010/04/27;1043.73894
2010/04/28;1044.44768
2010/04/29;1053.10982
2010/04/30;1042.81556
2010/05/03;1053.89522
2010/05/04;1039.24952
2010/05/05;1039.78336
2010/05/06;1024.28553
2010/05/07;1005.819
2010/05/10;1038.42251
2010/05/11;1043.15359
2010/05/12;1056.34521
2010/05/13;1062.13175
2010/05/14;1048.81016
2010/05/17;1047.37434
2010/05/18;1041.13865
2010/05/19;1026.87518
2010/05/20;997.11224
2010/05/21;988.04645
2010/05/24;995.42179
2010/05/25;988.32599
2010/05/26;998.34243
2010/05/27;1023.63345
2010/05/28;1016.66025
2010/05/31;1022.54821
2010/06/01;1010.25338
2010/06/02;1025.77201
2010/06/03;1037.84606
2010/06/04;1025.09961
2010/06/07;1014.99729
2010/06/08;1016.86325
2010/06/09;1012.42758
2010/06/10;1030.72537
2010/06/11;1037.86818
2010/06/14;1033.07467
2010/06/15;1045.67682
2010/06/16;1048.05966
2010/06/17;1046.88554
2010/06/18;1047.48177
2010/06/21;1055.81208
2010/06/22;1050.25001
2010/06/23;1045.09536
2010/06/24;1026.5216
2010/06/25;1025.63839
2010/06/28;1025.45661
2010/06/29;1006.12317
2010/06/30;993.99641
2010/07/01;972.11692
2010/07/02;961.80824
2010/07/05;964.6982
2010/07/06;972.66772
2010/07/07;990.12109
2010/07/08;998.48903
2010/07/09;1009.0319
2010/07/12;1013.09241
2010/07/13;1020.79854
2010/07/14;1019.92318
2010/07/15;1006.45485
2010/07/16;982.79431
2010/07/19;980.57043
2010/07/20;991.03914
2010/07/21;993.73002
2010/07/22;1005.04184
2010/07/23;1018.61202
2010/07/26;1019.76563
2010/07/27;1017.781
2010/07/28;1014.65629
2010/07/29;1008.72552
2010/07/30;1009.95759
2010/08/02;1021.70612
2010/08/03;1019.45378
2010/08/04;1025.59623
2010/08/05;1025.36775
2010/08/06;1014.31323
2010/08/09;1023.07079
2010/08/10;1023.57203
2010/08/11;1010.78555
2010/08/12;1008.7196
2010/08/13;1014.002
2010/08/16;1010.32837
2010/08/17;1019.53029
2010/08/18;1021.73513
2010/08/19;1010.70148
2010/08/20;1013.69595
2010/08/23;1015.4184
2010/08/24;1000.20687
2010/08/25;999.0065
2010/08/26;993.67616
2010/08/27;1005.33144
2010/08/30;1003.97666
2010/08/31;999.57698
2010/09/01;1018.07598
2010/09/02;1024.30515
2010/09/03;1032.42921
2010/09/06;1036.0442
2010/09/07;1037.85416
2010/09/08;1040.13231
2010/09/09;1047.85626
2010/09/10;1051.38403
2010/09/13;1054.88501
2010/09/14;1049.45473
2010/09/15;1046.43835
2010/09/16;1038.09338
2010/09/17;1042.74557
2010/09/20;1052.38502
2010/09/21;1047.20353
2010/09/22;1026.94251
2010/09/23;1027.46816
2010/09/24;1032.2348
2010/09/27;1032.23208
2010/09/28;1029.73214
2010/09/29;1026.77696
2010/09/30;1020.26715
2010/10/01;1018.22956
2010/10/04;1017.03434
2010/10/05;1023.51942
2010/10/06;1026.09116
2010/10/07;1022.71556
2010/10/08;1025.44015
2010/10/11;1029.61758
2010/10/12;1031.01403
2010/10/13;1034.70127
2010/10/14;1029.61296
2010/10/15;1032.41515
2010/10/18;1037.70212
2010/10/19;1035.40833
2010/10/20;1032.21031
2010/10/21;1032.70827
2010/10/22;1036.97868
2010/10/25;1039.13388
2010/10/26;1043.03244
2010/10/27;1040.23644
2010/10/28;1037.04104
2010/10/29;1038.20188
2010/11/01;1041.85817
2010/11/02;1040.01945
2010/11/03;1042.07399
2010/11/04;1050.17247
2010/11/05;1066.15052
2010/11/08;1073.76942
2010/11/09;1071.38931
2010/11/10;1080.87384
2010/11/11;1080.24416
2010/11/12;1066.94386
2010/11/15;1073.66612
2010/11/16;1057.93753
2010/11/17;1059.86193
2010/11/18;1072.18844
2010/11/19;1068.62755
2010/11/22;1069.99802
2010/11/23;1065.18301
2010/11/24;1077.53421
2010/11/25;1079.88388
2010/11/26;1081.05681
2010/11/29;1084.15979
2010/11/30;1083.52228
2010/12/01;1100.84488
2010/12/02;1110.53174
2010/12/03;1101.54992
2010/12/06;1108.19896
2010/12/07;1107.70793
2010/12/08;1114.46575
2010/12/09;1121.55345
2010/12/10;1121.58609
2010/12/13;1115.56411
2010/12/14;1118.49582
2010/12/15;1115.91306
2010/12/16;1126.37357
2010/12/17;1128.86448
2010/12/20;1134.10605
2010/12/21;1141.84706
2010/12/22;1147.62038
2010/12/23;1150.17296
2010/12/24;1149.32038
2010/12/27;1142.23205
2010/12/28;1146.04279
2010/12/29;1150.26216
2010/12/30;1137.09973
2010/12/31;1129.24658
2011/01/03;1141.44782
2011/01/04;1146.45975
2011/01/05;1157.76407
2011/01/06;1165.68011
2011/01/07;1167.27987
2011/01/10;1165.06908
2011/01/11;1171.65645
2011/01/12;1175.64249
2011/01/13;1157.25925
2011/01/14;1157.27447
2011/01/17;1161.75118
2011/01/18;1160.30391
2011/01/19;1146.2937
2011/01/20;1140.53567
2011/01/21;1130.83905
2011/01/24;1130.57674
2011/01/25;1129.60512
2011/01/26;1134.33838
2011/01/27;1133.11436
2011/01/28;1125.88522
2011/01/31;1122.43504
2011/02/01;1133.58743
2011/02/02;1134.98617
2011/02/03;1147.31235
2011/02/04;1154.51659
2011/02/07;1161.0818
2011/02/08;1156.04611
2011/02/09;1147.60453
2011/02/10;1150.15981
2011/02/11;1156.70116
2011/02/14;1169.70971
2011/02/15;1164.60046
2011/02/16;1170.77538
2011/02/17;1171.84386
2011/02/18;1170.24619
2011/02/21;1163.89968
2011/02/22;1144.41323
2011/02/23;1132.109
2011/02/24;1126.88637
2011/02/25;1142.54089
2011/02/28;1146.05474
2011/03/01;1137.41241
2011/03/02;1131.27332
2011/03/03;1138.69028
2011/03/04;1133.46739
2011/03/07;1123.84367
2011/03/08;1135.22394
2011/03/09;1132.69317
2011/03/10;1120.91128
2011/03/11;1117.91346
2011/03/14;1098.33301
2011/03/15;1074.10471
2011/03/16;1070.17243
2011/03/17;1075.71794
2011/03/18;1073.13622
2011/03/21;1085.79604
2011/03/22;1087.72304
2011/03/23;1095.40094
2011/03/24;1099.84433
2011/03/25;1106.88996
2011/03/28;1106.19003
2011/03/29;1112.31796
2011/03/30;1121.13746
2011/03/31;1114.49182
2011/04/01;1124.71696
2011/04/04;1121.92213
2011/04/05;1122.94374
2011/04/06;1116.968
2011/04/07;1118.88421
2011/04/08;1112.66799
2011/04/11;1108.81601
2011/04/12;1092.50772
2011/04/13;1096.41751
2011/04/14;1097.8242
2011/04/15;1101.84653
2011/04/18;1100.78646
2011/04/19;1098.46791
2011/04/20;1105.47157
2011/04/21;1109.91317
2011/04/22;1109.96918
2011/04/25;1108.10722
2011/04/26;1109.5428
2011/04/27;1111.66154
2011/04/28;1107.62669
2011/04/29;1109.85903
2011/05/02;1108.5671
2011/05/03;1103.9123
2011/05/04;1091.16561
2011/05/05;1099.29252
2011/05/06;1110.23582
2011/05/09;1124.73862
2011/05/10;1127.3357
2011/05/11;1126.16739
2011/05/12;1127.27299
2011/05/13;1120.78094
2011/05/16;1112.93924
2011/05/17;1112.84981
2011/05/18;1116.7844
2011/05/19;1119.32185
2011/05/20;1120.68759
2011/05/23;1111.26968
2011/05/24;1107.81865
2011/05/25;1112.87205
2011/05/26;1117.63024
2011/05/27;1115.28626
2011/05/30;1114.37297
2011/05/31;1120.54876
2011/06/01;1103.79983
2011/06/02;1094.67899
2011/06/03;1080.96578
2011/06/06;1070.19557
2011/06/07;1066.52996
2011/06/08;1064.1042
2011/06/09;1075.22207
2011/06/10;1070.88039
2011/06/13;1069.27686
2011/06/14;1075.37533
2011/06/15;1072.83441
2011/06/16;1074.11514
2011/06/17;1066.23995
2011/06/20;1065.99361
2011/06/21;1077.75746
2011/06/22;1072.15846
2011/06/23;1079.31621
2011/06/24;1074.92768
2011/06/27;1070.34236
2011/06/28;1076.27187
2011/06/29;1087.89057
2011/06/30;1094.22945
2011/07/01;1106.03128
2011/07/04;1108.44905
2011/07/05;1110.33598
2011/07/06;1119.1123
2011/07/07;1122.8139
2011/07/08;1124.30443
2011/07/11;1122.2528
2011/07/12;1114.08485
2011/07/13;1112.14985
2011/07/14;1105.40523
2011/07/15;1109.65471
2011/07/18;1104.06909
2011/07/19;1106.3263
2011/07/20;1112.34128
2011/07/21;1112.98336
2011/07/22;1119.25845
2011/07/25;1115.43465
2011/07/26;1106.08694
2011/07/27;1096.34009
2011/07/28;1097.76613
2011/07/29;1086.77803
2011/08/01;1094.59472
2011/08/02;1070.32721
2011/08/03;1057.52201
2011/08/04;1024.39906
2011/08/05;1006.74694
2011/08/08;956.3885
2011/08/09;973.59757
2011/08/10;954.03828
2011/08/11;974.93974
2011/08/12;989.03624
2011/08/15;993.4766
2011/08/16;991.45513
2011/08/17;991.51079
2011/08/18;959.67881
2011/08/19;937.83518
2011/08/22;939.5709
2011/08/23;960.3984
2011/08/24;965.75831
2011/08/25;959.47335
2011/08/26;965.03363
2011/08/29;976.97702
2011/08/30;988.90564
2011/08/31;1004.67193
2011/09/01;1010.08537
2011/09/02;990.80651
2011/09/05;977.66276
2011/09/06;974.26594
2011/09/07;1000.17669
2011/09/08;1000.35194
2011/09/09;992.51293
2011/09/12;987.60999
2011/09/13;991.20947
2011/09/14;997.91148
2011/09/15;1004.83761
2011/09/16;1016.20994
2011/09/19;1010.6036
2011/09/20;1007.44038
2011/09/21;989.09333
2011/09/22;960.58402
2011/09/23;958.30805
2011/09/26;971.22382
2011/09/27;988.48531
2011/09/28;978.29905
2011/09/29;980.95567
2011/09/30;976.21712
2011/10/03;959.886
2011/10/04;956.36874
2011/10/05;971.55601
2011/10/06;990.1198
2011/10/07;988.18392
2011/10/10;1001.45843
2011/10/11;1006.63198
2011/10/12;1009.39992
2011/10/13;1012.2501
2011/10/14;1014.1042
2011/10/17;1011.61437
2011/10/18;1019.5121
2011/10/19;1010.00035
2011/10/20;1008.04091
2011/10/21;1015.25756
2011/10/24;1033.51474
2011/10/25;1020.92844
2011/10/26;1031.44348
2011/10/27;1049.37998
2011/10/28;1051.77075
2011/10/31;1039.83292
2011/11/01;1024.71694
2011/11/02;1027.3778
2011/11/03;1044.53057
2011/11/04;1042.85217
2011/11/07;1045.14732
2011/11/08;1049.24765
2011/11/09;1038.41539
2011/11/10;1033.59585
2011/11/11;1044.70223
2011/11/14;1045.15706
2011/11/15;1050.0874
2011/11/16;1039.22004
2011/11/17;1027.11982
2011/11/18;1019.88201
2011/11/21;1000.33453
2011/11/22;995.35117
2011/11/23;983.77928
2011/11/24;983.69772
2011/11/25;984.74042
2011/11/28;1009.17142
2011/11/29;1016.98415
2011/11/30;1044.7251
2011/12/01;1048.47073
2011/12/02;1054.35838
2011/12/05;1061.16355
2011/12/06;1062.00759
2011/12/07;1065.11999
2011/12/08;1052.24102
2011/12/09;1056.05299
2011/12/12;1052.20497
2011/12/13;1053.9629
2011/12/14;1046.89076
2011/12/15;1044.96429
2011/12/16;1045.01831
2011/12/19;1036.2499
2011/12/20;1053.11447
2011/12/21;1060.70578
2011/12/22;1067.20581
2011/12/23;1077.43662
2011/12/26;1077.92683
2011/12/27;1075.75384
2011/12/28;1072.00948
2011/12/29;1082.50119
2011/12/30;1081.31615
2012/01/02;1084.2058
2012/01/03;1097.64004
2012/01/04;1107.70399
2012/01/05;1111.64593
2012/01/06;1113.41376
2012/01/09;1112.52454
2012/01/10;1123.82967
2012/01/11;1129.41007
2012/01/12;1123.09253
2012/01/13;1129.36429
2012/01/16;1130.13402
2012/01/17;1134.906
2012/01/18;1137.70664
2012/01/19;1141.30219
2012/01/20;1141.81996
2012/01/23;1137.1808
2012/01/24;1138.16936
2012/01/25;1144.30403
2012/01/26;1136.49149
2012/01/27;1135.57589
2012/01/30;1130.0201
2012/01/31;1135.55865
2012/02/01;1141.02234
2012/02/02;1147.18569
2012/02/03;1163.14152
2012/02/06;1166.65188
2012/02/07;1156.16056
2012/02/08;1159.37579
2012/02/09;1157.67472
2012/02/10;1153.42331
2012/02/13;1160.23824
2012/02/14;1162.72446
2012/02/15;1171.29947
2012/02/16;1176.54732
2012/02/17;1173.8768
2012/02/20;1171.98246
2012/02/21;1170.45072
2012/02/22;1168.27548
2012/02/23;1165.21314
2012/02/24;1158.28027
2012/02/27;1161.08096
2012/02/28;1164.3201
2012/02/29;1166.70777
2012/03/01;1174.71101
2012/03/02;1181.85839
2012/03/05;1172.40646
2012/03/06;1158.32616
2012/03/07;1161.7336
2012/03/08;1166.0126
2012/03/09;1182.531
2012/03/12;1177.06228
2012/03/13;1197.38882
2012/03/14;1202.9857
2012/03/15;1205.75915
2012/03/16;1201.40433
2012/03/19;1198.49178
2012/03/20;1191.91
2012/03/21;1190.96525
2012/03/22;1183.25075
2012/03/23;1180.38981
2012/03/26;1187.05704
2012/03/27;1188.23884
2012/03/28;1183.07652
2012/03/29;1176.94654
2012/03/30;1179.78688
2012/04/02;1191.81217
2012/04/03;1183.98393
2012/04/04;1181.44913
2012/04/05;1185.16782
2012/04/06;1184.17277
2012/04/09;1174.94643
2012/04/10;1155.55381
2012/04/11;1158.5855
2012/04/12;1168.873
2012/04/13;1165.15612
2012/04/16;1165.18103
2012/04/17;1174.16403
2012/04/18;1174.13626
2012/04/19;1167.49291
2012/04/20;1164.72556
2012/04/23;1156.63311
2012/04/24;1156.21075
2012/04/25;1168.99146
2012/04/26;1171.94646
2012/04/27;1174.27912
2012/04/30;1174.06954
2012/05/01;1177.24114
2012/05/02;1180.31679
2012/05/03;1173.96895
2012/05/04;1160.53113
2012/05/07;1161.56421
2012/05/08;1156.80698
2012/05/09;1152.68403
2012/05/10;1154.53225
2012/05/11;1152.52868
2012/05/14;1144.68927
2012/05/15;1140.88846
2012/05/16;1133.25845
2012/05/17;1125.1299
2012/05/18;1111.12154
2012/05/21;1119.11675
2012/05/22;1127.83497
2012/05/23;1129.52307
2012/05/24;1133.90953
2012/05/25;1137.97373
2012/05/28;1138.03126
2012/05/29;1149.72058
2012/05/30;1144.26197
2012/05/31;1143.54986
2012/06/01;1121.12071
2012/06/04;1106.19147
2012/06/05;1115.63851
2012/06/06;1136.53585
2012/06/07;1138.47319
2012/06/08;1144.38378
2012/06/11;1138.03405
2012/06/12;1149.23654
2012/06/13;1138.46526
2012/06/14;1140.50102
2012/06/15;1150.03473
2012/06/18;1158.49509
2012/06/19;1163.74474
2012/06/20;1164.3633
2012/06/21;1152.27075
2012/06/22;1155.55627
2012/06/25;1143.89748
2012/06/26;1146.93935
2012/06/27;1159.01618
2012/06/28;1159.41938
2012/06/29;1169.67776
2012/07/02;1184.35952
2012/07/03;1193.85696
2012/07/04;1202.34621
2012/07/05;1208.08286
2012/07/06;1202.9321
2012/07/09;1197.4258
2012/07/10;1196.94948
2012/07/11;1197.41811
2012/07/12;1191.18008
2012/07/13;1202.8141
2012/07/16;1203.28811
2012/07/17;1210.28501
2012/07/18;1213.25036
2012/07/19;1222.92853
2012/07/20;1217.33485
2012/07/23;1201.76643
2012/07/24;1196.52624
2012/07/25;1191.1655
2012/07/26;1198.03175
2012/07/27;1214.0995
2012/07/30;1231.54072
2012/07/31;1222.08918
2012/08/01;1222.14895
2012/08/02;1223.30807
2012/08/03;1227.44482
2012/08/06;1229.79585
2012/08/07;1236.55981
2012/08/08;1243.6425
2012/08/09;1251.62292
2012/08/10;1251.48211
2012/08/13;1245.00529
2012/08/14;1249.77062
2012/08/15;1253.1832
2012/08/16;1254.53111
2012/08/17;1262.80859
2012/08/20;1257.98972
2012/08/21;1248.24219
2012/08/22;1243.79357
2012/08/23;1231.06536
2012/08/24;1236.72949
2012/08/27;1236.75346
2012/08/28;1229.35241
2012/08/29;1231.82538
2012/08/30;1223.8974
2012/08/31;1219.9862
2012/09/03;1224.35921
2012/09/04;1220.62272
2012/09/05;1214.34791
2012/09/06;1233.30052
2012/09/07;1232.3758
2012/09/10;1229.45806
2012/09/11;1228.59864
2012/09/12;1229.64868
2012/09/13;1238.96858
2012/09/14;1235.85924
2012/09/17;1232.42346
2012/09/18;1235.11348
2012/09/19;1238.82601
2012/09/20;1241.52624
2012/09/21;1242.26628
2012/09/24;1244.05109
2012/09/25;1235.63772
2012/09/26;1231.9326
2012/09/27;1240.0374
2012/09/28;1233.2392
2012/10/01;1235.86427
2012/10/02;1233.79907
2012/10/03;1236.08403
2012/10/04;1234.872
2012/10/05;1234.922
2012/10/08;1235.21794
2012/10/09;1231.33294
2012/10/10;1223.32105
2012/10/11;1223.02675
2012/10/12;1218.6815
2012/10/15;1226.89335
2012/10/16;1233.45088
2012/10/17;1233.76598
2012/10/18;1236.91114
2012/10/19;1227.54926
2012/10/22;1222.92674
2012/10/23;1214.44332
2012/10/24;1212.65107
2012/10/25;1217.34288
2012/10/26;1216.57697
2012/10/29;1216.23816
2012/10/30;1214.08949
2012/10/31;1215.56983
2012/11/01;1227.69193
2012/11/02;1231.40781
2012/11/05;1234.88061
2012/11/06;1240.51713
2012/11/07;1227.32956
2012/11/08;1217.95941
2012/11/09;1218.66374
2012/11/12;1216.82108
2012/11/13;1213.65025
2012/11/14;1199.75699
2012/11/15;1190.28397
2012/11/16;1197.28731
2012/11/19;1211.21911
2012/11/20;1212.98596
2012/11/21;1214.22536
2012/11/22;1213.9163
2012/11/23;1220.34429
2012/11/26;1217.84846
2012/11/27;1218.48018
2012/11/28;1223.33489
2012/11/29;1227.61231
2012/11/30;1226.03336
2012/12/03;1219.27893
2012/12/04;1217.58928
2012/12/05;1222.13275
2012/12/06;1233.72842
2012/12/07;1241.06026
2012/12/10;1243.06266
2012/12/11;1243.54876
2012/12/12;1242.96317
2012/12/13;1235.1647
2012/12/14;1231.63251
2012/12/17;1234.13142
2012/12/18;1240.41634
2012/12/19;1237.95829
2012/12/20;1242.39327
2012/12/21;1238.26452
2012/12/24;1234.28113
2012/12/25;1235.12087
2012/12/26;1230.56744
2012/12/27;1231.55327
2012/12/28;1225.0687
2012/12/31;1237.80282
2013/01/01;1236.03164
2013/01/02;1259.2086
2013/01/03;1271.44566
2013/01/04;1280.30183
2013/01/07;1272.30089
2013/01/08;1271.20594
2013/01/09;1277.83194
2013/01/10;1271.03474
2013/01/11;1260.5807
2013/01/14;1258.46504
2013/01/15;1261.02495
2013/01/16;1262.58723
2013/01/17;1262.71709
2013/01/18;1271.67459
2013/01/21;1270.19488
2013/01/22;1276.35379
2013/01/23;1276.14896
2013/01/24;1269.09598
2013/01/25;1266.49431
2013/01/28;1264.9237
2013/01/29;1270.61418
2013/01/30;1261.10159
2013/01/31;1257.89073
2013/02/01;1256.03353
2013/02/04;1255.45591
2013/02/05;1261.72918
2013/02/06;1263.01751
2013/02/07;1271.55649
2013/02/08;1279.2243
2013/02/11;1275.29842
2013/02/12;1273.79879
2013/02/13;1277.81148
2013/02/14;1285.24143
2013/02/15;1280.74684
2013/02/18;1281.7558
2013/02/19;1290.19227
2013/02/20;1282.02354
2013/02/21;1279.66798
2013/02/22;1293.70951
2013/02/25;1280.32955
2013/02/26;1288.28274
2013/02/27;1296.25924
2013/02/28;1305.62969
2013/03/01;1311.6176
2013/03/04;1309.89143
2013/03/05;1322.18862
2013/03/06;1328.38543
2013/03/07;1322.03214
2013/03/08;1336.82907
2013/03/11;1338.13236
2013/03/12;1335.33945
2013/03/13;1338.90786
2013/03/14;1343.91132
2013/03/15;1337.77402
2013/03/18;1335.96439
2013/03/19;1338.98822
2013/03/20;1338.94601
2013/03/21;1334.69995
2013/03/22;1330.99417
2013/03/25;1339.35732
2013/03/26;1347.81145
2013/03/27;1354.3344
2013/03/28;1352.75291
2013/03/29;1353.02806
2013/04/01;1346.4145
2013/04/02;1353.13593
2013/04/03;1343.52646
2013/04/04;1338.75692
2013/04/05;1317.67907
2013/04/08;1324.25814
2013/04/09;1326.96434
2013/04/10;1341.26162
2013/04/11;1346.3267
2013/04/12;1342.9297
2013/04/15;1321.74363
2013/04/16;1324.23701
2013/04/17;1317.50005
2013/04/18;1307.19278
2013/04/19;1316.53063
2013/04/22;1325.72847
2013/04/23;1340.61262
2013/04/24;1349.92104
2013/04/25;1357.5183
2013/04/26;1353.43646
2013/04/29;1355.63463
2013/04/30;1355.1259
2013/05/01;1346.51386
2013/05/02;1361.69284
2013/05/03;1368.30746
2013/05/06;1374.90686
2013/05/07;1381.35876
2013/05/08;1383.46015
2013/05/09;1385.56787
2013/05/10;1397.26623
2013/05/13;1396.34582
2013/05/14;1404.56787
2013/05/15;1421.62398
2013/05/16;1413.34505
2013/05/17;1427.57455
2013/05/20;1429.09505
2013/05/21;1429.27505
2013/05/22;1422.8282
2013/05/23;1400.24139
2013/05/24;1397.0585
2013/05/27;1393.83047
2013/05/28;1409.55735
2013/05/29;1389.88299
2013/05/30;1381.96121
2013/05/31;1374.72702
2013/06/03;1366.4966
2013/06/04;1363.8146
2013/06/05;1342.2112
2013/06/06;1333.21881
2013/06/07;1342.38504
2013/06/10;1346.13495
2013/06/11;1327.18039
2013/06/12;1317.00465
2013/06/13;1324.22462
2013/06/14;1321.65211
2013/06/17;1332.113
2013/06/18;1331.72293
2013/06/19;1323.37173
2013/06/20;1299.05068
2013/06/21;1299.23658
2013/06/24;1284.29903
2013/06/25;1295.98646
2013/06/26;1316.46051
2013/06/27;1327.98676
2013/06/28;1329.86581
2013/07/01;1335.07491
2013/07/02;1334.1127
2013/07/03;1333.81367
2013/07/04;1347.78598
2013/07/05;1356.11785
2013/07/08;1357.91374
2013/07/09;1376.51584
2013/07/10;1373.32682
2013/07/11;1377.7669
2013/07/12;1378.14028
2013/07/15;1381.88818
2013/07/16;1372.50204
2013/07/17;1380.41875
2013/07/18;1386.75612
2013/07/19;1382.66088
2013/07/22;1383.41784
2013/07/23;1382.62136
2013/07/24;1379.10724
2013/07/25;1377.57734
2013/07/26;1373.18976
2013/07/29;1367.03144
2013/07/30;1368.41133
2013/07/31;1362.70888
2013/08/01;1382.14472
2013/08/02;1384.33188
2013/08/05;1386.35625
2013/08/06;1375.726
2013/08/07;1366.83522
2013/08/08;1368.26505
2013/08/09;1371.89222
2013/08/12;1376.83227
2013/08/13;1386.75185
2013/08/14;1384.37884
2013/08/15;1369.78871
2013/08/16;1361.6072
2013/08/19;1351.91912
2013/08/20;1341.51361
2013/08/21;1336.65267
2013/08/22;1345.93668
2013/08/23;1350.21267
2013/08/26;1349.86305
2013/08/27;1329.22275
2013/08/28;1330.14468
2013/08/29;1344.61405
2013/08/30;1343.15232
2013/09/02;1351.33341
2013/09/03;1358.01952
2013/09/04;1362.9372
2013/09/05;1373.67146
2013/09/06;1374.82362
2013/09/09;1378.97374
2013/09/10;1391.17646
2013/09/11;1392.91399
2013/09/12;1389.8417
2013/09/13;1394.98876
2013/09/16;1398.15818
2013/09/17;1399.20067
2013/09/18;1410.48292
2013/09/19;1403.06724
2013/09/20;1397.23696
2013/09/23;1395.07212
2013/09/24;1392.47986
2013/09/25;1389.09202
2013/09/26;1394.31224
2013/09/27;1386.28711
2013/09/30;1375.83353
2013/10/01;1386.13543
2013/10/02;1377.95144
2013/10/03;1369.53785
2013/10/04;1376.49521
2013/10/07;1369.6833
2013/10/08;1357.56485
2013/10/09;1362.60631
2013/10/10;1384.03369
2013/10/11;1390.44582
2013/10/14;1392.1957
2013/10/15;1398.23099
2013/10/16;1409.34383
2013/10/17;1404.84189
2013/10/18;1411.96916
2013/10/21;1415.41796
2013/10/22;1414.33224
2013/10/23;1404.74869
2013/10/24;1407.08142
2013/10/25;1407.45224
2013/10/28;1411.17598
2013/10/29;1416.48592
2013/10/30;1415.38586
2013/10/31;1425.29448
2013/11/01;1431.83207
2013/11/04;1433.98334
2013/11/05;1432.8581
2013/11/06;1434.20924
2013/11/07;1433.71382
2013/11/08;1441.2044
2013/11/11;1438.24744
2013/11/12;1433.11069
2013/11/13;1437.45255
2013/11/14;1442.73909
2013/11/15;1450.15255
2013/11/18;1449.09009
2013/11/19;1444.12194
2013/11/20;1445.96228
2013/11/21;1447.71224
2013/11/22;1447.23876
2013/11/25;1449.95253
2013/11/26;1441.96574
2013/11/27;1443.4948
2013/11/28;1444.67502
2013/11/29;1443.63087
2013/12/02;1443.57432
2013/12/03;1432.31357
2013/12/04;1428.01264
2013/12/05;1413.34923
2013/12/06;1422.03366
2013/12/09;1423.96297
2013/12/10;1415.80594
2013/12/11;1401.54016
