Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.09905775636434555,0.09948841836038883,0.09905775636434555,0.09905775636434555,607721428.091401
1980-12-15 00:00:00-05:00,0.09432050936969287,0.09432050936969287,0.09388984739780426,0.09388984739780426,227891920.3884053
1980-12-16 00:00:00-05:00,0.08742917097108752,0.08742917097108752,0.08699851483106613,0.08699851483106613,136990584.30934036
1980-12-17 00:00:00-05:00,0.08915181457996368,0.08958247650673355,0.08915181457996368,0.08915181457996368,112001402.5616104
1980-12-18 00:00:00-05:00,0.0917365550994873,0.09216721132254575,0.0917365550994873,0.0917365550994873,95167804.94475934
1980-12-19 00:00:00-05:00,0.0973350778222084,0.0977657396321625,0.0973350778222084,0.0973350778222084,63009875.8529046
1980-12-22 00:00:00-05:00,0.10207238793373108,0.10250382050668834,0.10207238793373108,0.10207238793373108,48411063.169576705
1980-12-23 00:00:00-05:00,0.1063796877861023,0.10681034959168245,0.1063796877861023,0.1063796877861023,60833118.89867237
1980-12-24 00:00:00-05:00,0.11197826266288757,0.11240892449118167,0.11197826266288757,0.11197826266288757,62197217.04395658
1980-12-26 00:00:00-05:00,0.12231490015983582,0.12274556217151095,0.12231490015983582,0.12231490015983582,72007106.75616507
1980-12-29 00:00:00-05:00,0.12403753399848938,0.12446819600076409,0.12403753399848938,0.12403753399848938,120708409.3252081
1980-12-30 00:00:00-05:00,0.1214535678118482,0.1214535678118482,0.12102291733026505,0.12102291733026505,89247024.76898184
1980-12-31 00:00:00-05:00,0.11800830417621308,0.11800830417621308,0.11757764220237732,0.11757764220237732,46321383.5068035
1981-01-02 00:00:00-05:00,0.11886959522962569,0.11973091902227953,0.11886959522962569,0.1188695952296257,28065655.33377706
1981-01-05 00:00:00-05:00,0.11671632477127436,0.11671632477127436,0.11628567427396773,0.11628567427396774,46292357.498933695
1981-01-06 00:00:00-05:00,0.11154761507742406,0.11154761507742406,0.11111695319414139,0.11111695319414139,58511233.574609935
1981-01-07 00:00:00-05:00,0.10681034959168245,0.10681034959168245,0.1063796877861023,0.1063796877861023,72152258.38840626
1981-01-08 00:00:00-05:00,0.10465706072961418,0.10465706072961418,0.10422641038894653,0.10422641038894653,51603662.42673546
1981-01-09 00:00:00-05:00,0.10982496291399002,0.11025562473401793,0.10982496291399002,0.10982496291399002,27862496.270773694
1981-01-12 00:00:00-05:00,0.10982496560584139,0.10982496560584139,0.10896365344524384,0.10896365344524384,30706792.012446757
1981-01-13 00:00:00-05:00,0.10551839665003933,0.10551839665003933,0.10508773475885391,0.10508773475885391,29865108.255675066
1981-01-14 00:00:00-05:00,0.1055183932185173,0.10594905509569734,0.1055183932185173,0.1055183932185173,18516948.189277284
1981-01-15 00:00:00-05:00,0.10767169296741486,0.10853300523611155,0.10767169296741486,0.10767169296741486,18226713.576174017
1981-01-16 00:00:00-05:00,0.10724100803785502,0.10724100803785502,0.10681034624576569,0.10681034624576569,17356014.427949194
1981-01-19 00:00:00-05:00,0.11327026039361954,0.11370092231219928,0.11327026039361954,0.11327026039361954,53867480.463230744
