| time start | time end | open | high | low | close | volume |
| 2024-04-09 06:00:00 | 2024-04-09 12:00:00 | 3689.01 | 3696.34 | 3580.57 | 3632.85 | 141733.22 |
| 2024-04-09 12:00:00 | 2024-04-09 18:00:00 | 3635.27 | 3643.37 | 3450.46 | 3504.20 | 177899.67 |
| 2024-04-09 18:00:00 | 2024-04-10 00:00:00 | 3505.54 | 3526.63 | 3485.82 | 3506.40 | 56385.37 |
| 2024-04-10 00:00:00 | 2024-04-10 06:00:00 | 3502.52 | 3541.71 | 3465.64 | 3533.34 | 79098.43 |
| 2024-04-10 06:00:00 | 2024-04-10 12:00:00 | 3533.80 | 3554.19 | 3493.07 | 3521.33 | 71399.10 |
| 2024-04-10 12:00:00 | 2024-04-10 18:00:00 | 3527.99 | 3547.49 | 3411.82 | 3517.95 | 171731.41 |
| 2024-04-10 18:00:00 | 2024-04-11 00:00:00 | 3510.00 | 3562.95 | 3478.42 | 3545.64 | 67270.93 |
| 2024-04-11 00:00:00 | 2024-04-11 06:00:00 | 3540.50 | 3581.86 | 3524.27 | 3563.21 | 54862.08 |
| 2024-04-11 06:00:00 | 2024-04-11 12:00:00 | 3561.95 | 3618.30 | 3514.57 | 3522.89 | 99529.84 |
| 2024-04-11 12:00:00 | 2024-04-11 18:00:00 | 3526.08 | 3575.00 | 3474.52 | 3511.92 | 141759.13 |
| 2024-04-11 18:00:00 | 2024-04-12 00:00:00 | 3513.23 | 3532.25 | 3490.63 | 3502.52 | 41866.38 |
| 2024-04-12 00:00:00 | 2024-04-12 06:00:00 | 3501.40 | 3552.40 | 3501.34 | 3542.16 | 46622.52 |
| 2024-04-12 06:00:00 | 2024-04-12 12:00:00 | 3541.63 | 3543.14 | 3507.95 | 3532.22 | 79373.73 |
| 2024-04-12 12:00:00 | 2024-04-12 18:00:00 | 3530.00 | 3532.48 | 3296.00 | 3325.39 | 217161.21 |
| 2024-04-12 18:00:00 | 2024-04-13 00:00:00 | 3318.22 | 3341.80 | 3100.00 | 3237.42 | 354165.89 |
| 2024-04-13 00:00:00 | 2024-04-13 06:00:00 | 3237.43 | 3265.00 | 3141.60 | 3247.80 | 175691.06 |
| 2024-04-13 06:00:00 | 2024-04-13 12:00:00 | 3249.19 | 3301.90 | 3246.32 | 3268.20 | 74757.80 |
| 2024-04-13 12:00:00 | 2024-04-13 18:00:00 | 3267.69 | 3296.83 | 3189.23 | 3194.01 | 133055.34 |
| 2024-04-13 18:00:00 | 2024-04-14 00:00:00 | 3200.95 | 3237.92 | 2852.00 | 3007.01 | 611580.79 |
| 2024-04-14 00:00:00 | 2024-04-14 06:00:00 | 2999.37 | 3079.07 | 2906.73 | 3073.10 | 230905.70 |
| 2024-04-14 06:00:00 | 2024-04-14 12:00:00 | 3075.20 | 3102.15 | 3008.86 | 3027.00 | 151665.29 |
| 2024-04-14 12:00:00 | 2024-04-14 18:00:00 | 3028.56 | 3101.27 | 2980.00 | 3051.58 | 214080.02 |
| 2024-04-14 18:00:00 | 2024-04-15 00:00:00 | 3055.86 | 3174.23 | 3039.00 | 3155.11 | 140804.86 |
| 2024-04-15 00:00:00 | 2024-04-15 06:00:00 | 3155.55 | 3161.02 | 3100.00 | 3157.79 | 105936.33 |
| 2024-04-15 06:00:00 | 2024-04-15 12:00:00 | 3156.55 | 3277.85 | 3156.55 | 3229.64 | 149623.46 |
| 2024-04-15 12:00:00 | 2024-04-15 18:00:00 | 3229.16 | 3246.03 | 3088.93 | 3115.61 | 204782.10 |
| 2024-04-15 18:00:00 | 2024-04-16 00:00:00 | 3112.88 | 3128.44 | 3023.19 | 3102.00 | 145144.00 |
| 2024-04-16 00:00:00 | 2024-04-16 06:00:00 | 3095.19 | 3120.59 | 2986.00 | 3047.10 | 151517.60 |
| 2024-04-16 06:00:00 | 2024-04-16 12:00:00 | 3047.75 | 3128.01 | 3003.00 | 3093.31 | 140557.64 |
| 2024-04-16 12:00:00 | 2024-04-16 18:00:00 | 3086.65 | 3095.37 | 2995.00 | 3043.26 | 168053.59 |
| 2024-04-16 18:00:00 | 2024-04-17 00:00:00 | 3044.80 | 3118.24 | 3035.46 | 3084.21 | 65923.24 |
| 2024-04-17 00:00:00 | 2024-04-17 06:00:00 | 3085.35 | 3123.75 | 3068.39 | 3089.53 | 74318.77 |
| 2024-04-17 06:00:00 | 2024-04-17 12:00:00 | 3091.39 | 3098.73 | 3037.65 | 3040.19 | 69655.26 |
| 2024-04-17 12:00:00 | 2024-04-17 18:00:00 | 3042.77 | 3063.65 | 2914.47 | 3002.35 | 256109.23 |
| 2024-04-17 18:00:00 | 2024-04-18 00:00:00 | 2997.60 | 3043.73 | 2964.35 | 2985.41 | 91869.88 |
| 2024-04-18 00:00:00 | 2024-04-18 06:00:00 | 2986.36 | 3035.08 | 2950.98 | 2984.11 | 84795.65 |
| 2024-04-18 06:00:00 | 2024-04-18 12:00:00 | 2981.66 | 3065.56 | 2954.01 | 3046.45 | 112018.21 |
| 2024-04-18 12:00:00 | 2024-04-18 18:00:00 | 3046.04 | 3094.40 | 2985.69 | 3037.61 | 142952.14 |
| 2024-04-18 18:00:00 | 2024-04-19 00:00:00 | 3036.96 | 3080.82 | 3018.20 | 3064.40 | 49239.86 |
| 2024-04-19 00:00:00 | 2024-04-19 06:00:00 | 3064.41 | 3070.24 | 2865.18 | 3000.81 | 245731.70 |
| 2024-04-19 06:00:00 | 2024-04-19 12:00:00 | 2997.60 | 3128.89 | 2989.57 | 3102.60 | 173228.07 |
| 2024-04-19 12:00:00 | 2024-04-19 18:00:00 | 3105.17 | 3121.00 | 3029.72 | 3080.46 | 114352.67 |
| 2024-04-19 18:00:00 | 2024-04-20 00:00:00 | 3074.31 | 3107.94 | 3020.63 | 3056.45 | 74551.64 |
| 2024-04-20 00:00:00 | 2024-04-20 06:00:00 | 3058.38 | 3070.80 | 3018.75 | 3063.41 | 56092.20 |
| 2024-04-20 06:00:00 | 2024-04-20 12:00:00 | 3061.46 | 3071.03 | 3029.99 | 3047.38 | 45488.83 |
| 2024-04-20 12:00:00 | 2024-04-20 18:00:00 | 3048.94 | 3166.46 | 3040.34 | 3154.28 | 84272.53 |
| 2024-04-20 18:00:00 | 2024-04-21 00:00:00 | 3158.69 | 3171.88 | 3127.00 | 3155.79 | 56721.90 |
| 2024-04-21 00:00:00 | 2024-04-21 06:00:00 | 3156.37 | 3197.18 | 3126.87 | 3176.40 | 66111.99 |
| 2024-04-21 06:00:00 | 2024-04-21 12:00:00 | 3177.20 | 3191.22 | 3153.66 | 3168.81 | 55991.66 |
| 2024-04-21 12:00:00 | 2024-04-21 18:00:00 | 3171.27 | 3176.70 | 3116.49 | 3148.51 | 62216.68 |
| 2024-04-21 18:00:00 | 2024-04-22 00:00:00 | 3148.99 | 3169.57 | 3129.82 | 3147.66 | 35649.30 |
| 2024-04-22 00:00:00 | 2024-04-22 06:00:00 | 3149.05 | 3231.29 | 3129.15 | 3227.66 | 94392.35 |
| 2024-04-22 06:00:00 | 2024-04-22 12:00:00 | 3230.00 | 3235.00 | 3187.99 | 3194.55 | 68792.38 |
| 2024-04-22 12:00:00 | 2024-04-22 18:00:00 | 3194.87 | 3216.99 | 3166.80 | 3199.07 | 80295.14 |
| 2024-04-22 18:00:00 | 2024-04-23 00:00:00 | 3199.32 | 3224.20 | 3175.75 | 3200.19 | 47388.90 |
| 2024-04-23 00:00:00 | 2024-04-23 06:00:00 | 3200.80 | 3223.36 | 3168.52 | 3184.99 | 48059.63 |
