Date,Open,High,Low,Close,Volume,Median,Typical,RSI(14),EMA(5),EMA(12),OBV,"MACD(26,12,9)","MACD(26,12,9) signal","MACD(26,12,9) diff"
1962-01-02 00:00:00-05:00,1.5439043873520644,1.5439043873520644,1.5265569686889648,1.5265569686889648,1948436.8265664445,1.5352306780205147,1.5323394415766647,100.0,1.5323394415766647,1.5323394415766647,1948436.8265664445,0.0,0.0,0.0
1962-01-03 00:00:00-05:00,1.5265563666702122,1.5399004220962524,1.5265563666702122,1.5399004220962524,1461328.1962197218,1.5332283943832323,1.5354524036209056,100.0,1.5328183588142401,1.5328183588142401,3409765.0227861665,0.00024832745652059174,4.966549130411835e-05,0.00019866196521647339
1962-01-04 00:00:00-05:00,1.539900483068215,1.539900483068215,1.5238876558566723,1.5245548486709597,1311448.3292963668,1.5318940694624437,1.5294476625319489,32.495720061350596,1.532299790155426,1.532299790155426,2098316.6934897997,-3.895462260672389e-05,3.1941468521949906e-05,-7.089609112867379e-05
1962-01-05 00:00:00-05:00,1.522553677197678,1.522553677197678,1.4918624022120073,1.494531273841858,1836027.290644512,1.5072080397048426,1.5029824510838476,7.729652624096616,1.5277894302982602,1.5277894302982602,262289.4028452877,-0.0023747742061293042,-0.0004494016664083009,-0.0019253725397210034
1962-01-08 00:00:00-05:00,1.4931967452485726,1.4931967452485726,1.454499153399882,1.4665086269378662,2735305.8592472128,1.4738479493242274,1.4714015085287737,3.9050252210545864,1.519114365410647,1.519114365410647,-2473016.456401925,-0.006697046799252648,-0.0016989306929771704,-0.004998116106275478
1962-01-09 00:00:00-05:00,1.4731807944286277,1.5025377852298345,1.4731807944286277,1.4838560819625854,2473016.1923832498,1.487859289829231,1.4865248872070158,23.44095499141187,1.5141005995331651,1.5141005995331651,-0.26401867531239986,-0.008800699713557902,-0.003119284497093317,-0.005681415216464585
1962-01-10 00:00:00-05:00,1.4865243434906006,1.4931962711153943,1.4865243434906006,1.4865243434906006,1498798.207006168,1.4898603073029975,1.4887483193655318,25.828386249670444,1.5102002487381445,1.5102002487381445,1498797.9429874928,-0.010171200147008674,-0.0045296676270763885,-0.005641532519932286
1962-01-11 00:00:00-05:00,1.4905281909799752,1.502537965774536,1.4905281909799752,1.502537965774536,1611207.3256775795,1.4965330783772557,1.4985347075096824,35.38014959355374,1.508405550087612,1.508405550087612,3110005.2686650725,-0.010348362399358324,-0.005693406581532776,-0.004654955817825548
1962-01-12 00:00:00-05:00,1.5052064657211304,1.5158815529376284,1.5052064657211304,1.5052064657211304,2210726.730572561,1.5105440093293794,1.5087648281266297,43.56214656004761,1.5084608236320762,1.5084608236320762,5320731.999237633,-0.009553156680053965,-0.006465356601237014,-0.0030878000788169503
1962-01-15 00:00:00-05:00,1.5105434091072056,1.5152139578859385,1.5105434091072056,1.5118778944015503,1273978.5379455602,1.512878683496572,1.5125450871315647,46.26946900694858,1.5090891718627668,1.5090891718627668,6594710.5371831935,-0.008519705250803034,-0.006876226331150219,-0.0016434789196528143
1962-01-16 00:00:00-05:00,1.510544169118238,1.510544169118238,1.495865821838379,1.495865821838379,1273977.8969595078,1.5032049954783084,1.5007586042649985,39.85068650499141,1.5078075460784948,1.5078075460784948,5320732.640223686,-0.008553162675921655,-0.007211613600104506,-0.0013415490758171486
1962-01-17 00:00:00-05:00,1.4891941214427171,1.4891941214427171,1.4678436405358422,1.4718466997146606,2098316.2117238184,1.4785188809892795,1.4762948205644066,30.4183733182184,1.5029594344609427,1.5029594344609427,3222416.428499867,-0.010433430723843395,-0.007855977024852285,-0.00257745369899111
1962-01-18 00:00:00-05:00,1.475848913192749,1.490527251352351,1.475848913192749,1.475848913192749,1873498.071374257,1.48318808227255,1.480741692579283,33.49959117246078,1.4995413203253027,1.4995413203253027,5095914.499874124,-0.011432939481297977,-0.008571369516141424,-0.002861569965156553
1962-01-19 00:00:00-05:00,1.4758498900938144,1.4798529488161327,1.4598369563639533,1.477184176445007,2023376.577760967,1.469844952590043,1.4722913605416978,30.716053692375155,1.4953490188201328,1.4953490188201328,3072537.9221131573,-0.01275984104091954,-0.009409063821097047,-0.0033507772198224928
1962-01-22 00:00:00-05:00,1.477184329937558,1.491862879007088,1.4731811709649063,1.4745155572891235,1386387.5110745432,1.4825220249859972,1.4798532024203725,35.85264290792405,1.4929650470663236,1.4929650470663236,4458925.433187701,-0.013050801132456158,-0.010137411283368869,-0.002913389849087289
1962-01-23 00:00:00-05:00,1.4738479532633946,1.4758495320561602,1.457167830487311,1.4598366022109983,1873497.285766116,1.4665086812717356,1.4642846549181565,30.791203213148123,1.4885526790435288,1.4885526790435288,2585428.1474215845,-0.014371969652982486,-0.010984322957291593,-0.003387646695690893
1962-01-24 00:00:00-05:00,1.4598361855427042,1.467842698097229,1.4524970653973046,1.467842698097229,2060847.6025522945,1.4601698817472668,1.4627274871972542,30.329994814756603,1.4845795726056403,1.4845795726056403,524580.54486929,-0.015367508572407651,-0.011860960080314805,-0.0035065484920928456
1962-01-25 00:00:00-05:00,1.467844283358389,1.4798537656573785,1.449162566945575,1.451831340789795,1611206.385538726,1.4645081663014767,1.4602825577975829,29.580797790937353,1.4808415703274775,1.4808415703274775,-1086625.8406694361,-0.016167398007573164,-0.012722247665766477,-0.0034451503418066864
1962-01-26 00:00:00-05:00,1.451830031027061,1.4571676737345929,1.4438236168829317,1.444490909576416,1236508.34162123,1.4504956453087623,1.4484940667313133,26.218006229372264,1.4758650313126829,1.4758650313126829,-2323134.182290666,-0.017550240607276058,-0.013687846254068395,-0.0038623943532076627
1962-01-29 00:00:00-05:00,1.444492324458365,1.4545003269827936,1.4198057651519775,1.4198057651519775,2922653.2174505303,1.4371530460673856,1.431370619095583,22.259563355007955,1.4690197371254368,1.4690197371254368,-5245787.399741196,-0.01979963458530909,-0.014910203920316535,-0.004889430664992554
1962-01-30 00:00:00-05:00,1.4198048937670462,1.4278113108396515,1.4017903804779053,1.4017903804779053,3709523.668045177,1.4148008456587784,1.4104640239318205,18.572561843248437,1.4600111658648802,1.4600111658648802,-8955311.067786373,-0.023004106010389824,-0.016528984338331193,-0.006475121672058631
1962-01-31 00:00:00-05:00,1.415801028204551,1.4464921951293943,1.415801028204551,1.4464921951293943,3821935.3845507214,1.4311466116669727,1.4362618061544465,33.262233508124226,1.456357418217121,1.456357418217121,-5133375.683235652,-0.023194633975125223,-0.01786211426569,-0.005332519709435223
1962-02-01 00:00:00-05:00,1.461170602746477,1.4838555557529376,1.461170602746477,1.4798521995544434,3222416.1813032166,1.4725130792497074,1.4749594526846195,48.322420002345666,1.4592192696736592,1.4592192696736592,-1910959.5019324352,-0.019992589962466667,-0.018288209405045334,-0.0017043805574213332
1962-02-02 00:00:00-05:00,1.4798531506632495,1.48919415473938,1.4731812188254068,1.48919415473938,2547955.3429810093,1.4811876867823934,1.4838565094347222,51.057030568646894,1.4630096142522844,1.4630096142522844,636995.8410485741,-0.016546293517071042,-0.017939826227450478,0.0013935327103794352
1962-02-05 00:00:00-05:00,1.489194701693734,1.489194701693734,1.4625065652027576,1.4705129861831665,1573736.545600657,1.4758506334482457,1.4740714176932193,48.045748045946034,1.4647114301662745,1.4647114301662745,-936740.7045520828,-0.014438219078922732,-0.01723950479774493,0.002801285718822197
1962-02-06 00:00:00-05:00,1.470712741466166,1.4733818777091672,1.465374369132182,1.472047209739685,1311268.9978407775,1.4693781234206746,1.4702678188603446,46.88810902897048,1.4655662591961314,1.4655662591961314,-2248009.7023928603,-0.01292547668722488,-0.01637669917564092,0.0034512224884160406
1962-02-07 00:00:00-05:00,1.4733809232711792,1.481388526508919,1.4733809232711792,1.4733809232711792,1273804.9944856695,1.4773847248900491,1.4760501243504258,48.90368328112579,1.4671791615275613,1.4671791615275613,-974204.7079071908,-0.011131714242244684,-0.015327702188961673,0.0041959879467169895
1962-02-08 00:00:00-05:00,1.473381499535192,1.48138910590484,1.473381499535192,1.474716067314148,112394.51437758953,1.4773853027200161,1.4764955575847267,49.064043916422314,1.4686124532286637,1.4686124532286637,-861810.1935296012,-0.00956395452743286,-0.014174952656655911,0.0046109981292230505
1962-02-09 00:00:00-05:00,1.4747159294143677,1.4853925704956057,1.4680430911435605,1.4853925704956057,2172960.8144922755,1.4767178308195832,1.4796094107115907,50.23972924344874,1.4703042928414218,1.4703042928414218,1311150.6209626743,-0.007978263281748443,-0.01293561478167442,0.004957351499925976
1962-02-12 00:00:00-05:00,1.4853935230177562,1.4974049391514788,1.484059054355801,1.4867281913757324,1423663.068971213,1.4907319967536399,1.489397394961004,53.84598053224878,1.4732416931675114,1.4732416931675114,2734813.689933887,-0.005864184351054069,-0.01152132869555035,0.0056571443444962816
