| time start | time end | open | high | low | close | volume | robust(64)_1_open | robust(64)_1_high | robust(64)_1_low | robust(64)_1_close |
| 2024-04-10 06:00:00 | 2024-04-10 12:00:00 | 3533.80 | 3554.19 | 3493.07 | 3521.33 | 71399.10 | 0.116547 | 0.050430 | 0.128597 | 0.061172 |
| 2024-04-10 12:00:00 | 2024-04-10 18:00:00 | 3527.99 | 3547.49 | 3411.82 | 3517.95 | 171376.48 | 0.091517 | 0.022333 | -0.243632 | 0.047568 |
| 2024-04-10 18:00:00 | 2024-04-11 00:00:00 | 3519.84 | 3562.95 | 3478.42 | 3545.64 | 67493.49 | 0.058841 | 0.094368 | 0.062780 | 0.164363 |
| 2024-04-11 00:00:00 | 2024-04-11 06:00:00 | 3547.85 | 3581.86 | 3524.27 | 3563.21 | 54994.45 | 0.174474 | 0.183606 | 0.286481 | 0.255659 |
| 2024-04-11 06:00:00 | 2024-04-11 12:00:00 | 3561.95 | 3618.30 | 3514.57 | 3522.89 | 99372.76 | 0.251146 | 0.353031 | 0.239608 | 0.075129 |
| 2024-04-11 12:00:00 | 2024-04-11 18:00:00 | 3520.60 | 3575.00 | 3474.52 | 3511.92 | 141916.21 | 0.068222 | 0.152933 | 0.046423 | 0.025207 |
| 2024-04-11 18:00:00 | 2024-04-12 00:00:00 | 3513.23 | 3532.25 | 3490.63 | 3502.52 | 41866.38 | 0.035210 | -0.045144 | 0.131186 | -0.014421 |
| 2024-04-12 00:00:00 | 2024-04-12 06:00:00 | 3501.40 | 3552.40 | 3501.34 | 3542.16 | 46622.52 | -0.017602 | 0.054187 | 0.187658 | 0.171529 |
| 2024-04-12 06:00:00 | 2024-04-12 12:00:00 | 3541.63 | 3543.14 | 3507.95 | 3532.22 | 79326.33 | 0.171930 | 0.007690 | 0.227549 | 0.127215 |
| 2024-04-12 12:00:00 | 2024-04-12 18:00:00 | 3532.23 | 3532.48 | 3296.00 | 3325.39 | 217208.60 | 0.129499 | -0.001581 | -0.843074 | -0.860430 |
| 2024-04-12 18:00:00 | 2024-04-13 00:00:00 | 3318.22 | 3341.80 | 3100.00 | 3237.42 | 354165.89 | -0.888566 | -0.988048 | -1.741243 | -1.260479 |
| 2024-04-13 00:00:00 | 2024-04-13 06:00:00 | 3237.43 | 3265.00 | 3141.60 | 3247.80 | 175691.06 | -1.244042 | -1.247224 | -1.500173 | -1.169760 |
| 2024-04-13 06:00:00 | 2024-04-13 12:00:00 | 3249.19 | 3301.90 | 3246.32 | 3268.20 | 74806.00 | -1.147622 | -1.055538 | -0.836004 | -1.079496 |
| 2024-04-13 12:00:00 | 2024-04-13 18:00:00 | 3271.59 | 3296.83 | 3189.23 | 3194.01 | 132843.81 | -1.034030 | -1.070694 | -1.105549 | -1.423213 |
| 2024-04-13 18:00:00 | 2024-04-14 00:00:00 | 3190.14 | 3237.92 | 2852.00 | 3007.01 | 613089.68 | -1.426424 | -1.315187 | -2.693535 | -2.240268 |
| 2024-04-14 00:00:00 | 2024-04-14 06:00:00 | 3011.06 | 3079.07 | 2906.73 | 3073.10 | 229560.15 | -2.190322 | -2.045644 | -2.402903 | -1.768527 |
| 2024-04-14 06:00:00 | 2024-04-14 12:00:00 | 3075.20 | 3102.15 | 3008.86 | 3027.00 | 151665.29 | -1.740652 | -1.926034 | -1.876238 | -1.940240 |
| 2024-04-14 12:00:00 | 2024-04-14 18:00:00 | 3028.56 | 3101.27 | 2980.00 | 3051.58 | 214041.31 | -1.905082 | -1.873546 | -1.847663 | -1.716348 |
| 2024-04-14 18:00:00 | 2024-04-15 00:00:00 | 3049.83 | 3174.23 | 3039.00 | 3155.11 | 140843.57 | -1.724503 | -1.275434 | -1.561497 | -1.163016 |
| 2024-04-15 00:00:00 | 2024-04-15 06:00:00 | 3155.55 | 3161.02 | 3100.00 | 3157.79 | 105936.33 | -1.185420 | -1.319540 | -1.106751 | -1.083277 |
| 2024-04-15 06:00:00 | 2024-04-15 12:00:00 | 3156.55 | 3277.85 | 3156.55 | 3229.64 | 149623.46 | -1.058443 | -0.722683 | -0.760000 | -0.681006 |
| 2024-04-15 12:00:00 | 2024-04-15 18:00:00 | 3229.16 | 3246.03 | 3088.93 | 3115.61 | 204896.63 | -0.693462 | -0.757577 | -1.005632 | -1.178892 |
| 2024-04-15 18:00:00 | 2024-04-16 00:00:00 | 3123.36 | 3128.44 | 3023.19 | 3102.00 | 144969.70 | -1.109385 | -1.254143 | -1.260344 | -1.096955 |
| 2024-04-16 00:00:00 | 2024-04-16 06:00:00 | 3102.35 | 3120.59 | 2986.00 | 3047.10 | 151609.68 | -1.108103 | -1.243878 | -1.361336 | -1.230064 |
| 2024-04-16 06:00:00 | 2024-04-16 12:00:00 | 3044.99 | 3128.01 | 3003.00 | 3093.31 | 140577.55 | -1.245572 | -1.187623 | -1.186848 | -0.994979 |
| 2024-04-16 12:00:00 | 2024-04-16 18:00:00 | 3086.65 | 3095.37 | 2995.00 | 3043.26 | 168001.36 | -1.022946 | -1.264816 | -1.203689 | -1.219022 |
| 2024-04-16 18:00:00 | 2024-04-17 00:00:00 | 3044.80 | 3118.24 | 3035.46 | 3084.21 | 65947.13 | -1.193525 | -1.114851 | -1.031844 | -0.964341 |
| 2024-04-17 00:00:00 | 2024-04-17 06:00:00 | 3083.39 | 3123.75 | 3068.39 | 3089.53 | 74075.20 | -0.951410 | -1.009990 | -0.906137 | -0.917301 |
| 2024-04-17 06:00:00 | 2024-04-17 12:00:00 | 3087.80 | 3098.73 | 3037.65 | 3040.19 | 69904.29 | -0.932670 | -1.074159 | -0.976490 | -1.076542 |
| 2024-04-17 12:00:00 | 2024-04-17 18:00:00 | 3042.77 | 3063.65 | 2914.47 | 3002.35 | 256079.87 | -1.057779 | -1.154343 | -1.359437 | -1.176572 |
| 2024-04-17 18:00:00 | 2024-04-18 00:00:00 | 2997.60 | 3043.73 | 2964.35 | 2985.41 | 91833.23 | -1.186395 | -1.165508 | -1.022826 | -1.093201 |
| 2024-04-18 00:00:00 | 2024-04-18 06:00:00 | 2985.00 | 3035.08 | 2950.98 | 2984.11 | 85061.96 | -1.069210 | -1.109199 | -1.055119 | -0.963425 |
| 2024-04-18 06:00:00 | 2024-04-18 12:00:00 | 2989.18 | 3065.56 | 2954.01 | 3046.45 | 111788.55 | -0.951065 | -0.970804 | -1.010837 | -0.777451 |
| 2024-04-18 12:00:00 | 2024-04-18 18:00:00 | 3046.04 | 3094.40 | 2985.69 | 3037.61 | 142952.14 | -0.784448 | -0.717711 | -0.862161 | -0.721172 |
| 2024-04-18 18:00:00 | 2024-04-19 00:00:00 | 3036.96 | 3080.82 | 3018.20 | 3064.40 | 49239.86 | -0.741798 | -0.728746 | -0.710772 | -0.630160 |
| 2024-04-19 00:00:00 | 2024-04-19 06:00:00 | 3064.41 | 3070.24 | 2865.18 | 3000.81 | 245731.70 | -0.634256 | -0.696169 | -1.107309 | -0.771594 |
| 2024-04-19 06:00:00 | 2024-04-19 12:00:00 | 2997.60 | 3128.89 | 2989.57 | 3102.60 | 173246.23 | -0.773100 | -0.547248 | -0.756210 | -0.523863 |
| 2024-04-19 12:00:00 | 2024-04-19 18:00:00 | 3102.29 | 3121.00 | 3029.72 | 3080.46 | 114294.72 | -0.520664 | -0.545900 | -0.634389 | -0.559698 |
| 2024-04-19 18:00:00 | 2024-04-20 00:00:00 | 3081.41 | 3107.94 | 3020.63 | 3056.45 | 74609.30 | -0.554500 | -0.572163 | -0.578720 | -0.609777 |
| 2024-04-20 00:00:00 | 2024-04-20 06:00:00 | 3055.55 | 3070.80 | 3018.75 | 3063.41 | 56122.07 | -0.611886 | -0.658598 | -0.568229 | -0.587955 |
| 2024-04-20 06:00:00 | 2024-04-20 12:00:00 | 3061.46 | 3071.03 | 3029.99 | 3047.38 | 45426.94 | -0.594975 | -0.643303 | -0.529401 | -0.525192 |
| 2024-04-20 12:00:00 | 2024-04-20 18:00:00 | 3048.94 | 3166.46 | 3040.34 | 3154.28 | 84286.68 | -0.521038 | -0.405084 | -0.490549 | -0.264254 |
| 2024-04-20 18:00:00 | 2024-04-21 00:00:00 | 3158.69 | 3171.88 | 3127.00 | 3155.79 | 56721.90 | -0.262824 | -0.342131 | -0.207246 | -0.213431 |
| 2024-04-21 00:00:00 | 2024-04-21 06:00:00 | 3156.37 | 3197.18 | 3126.87 | 3176.40 | 66135.29 | -0.217214 | -0.254243 | -0.155709 | -0.155695 |
| 2024-04-21 06:00:00 | 2024-04-21 12:00:00 | 3174.23 | 3191.22 | 3153.66 | 3168.81 | 55968.36 | -0.172634 | -0.256404 | -0.007216 | -0.159151 |
| 2024-04-21 12:00:00 | 2024-04-21 18:00:00 | 3171.27 | 3176.70 | 3116.49 | 3148.51 | 62216.68 | -0.154825 | -0.245576 | -0.092811 | -0.188193 |
| 2024-04-21 18:00:00 | 2024-04-22 00:00:00 | 3148.99 | 3169.57 | 3129.82 | 3147.66 | 35649.30 | -0.187611 | -0.231688 | -0.029414 | -0.107516 |
| 2024-04-22 00:00:00 | 2024-04-22 06:00:00 | 3149.05 | 3231.29 | 3129.15 | 3227.66 | 94400.61 | -0.096157 | -0.035786 | -0.001673 | 0.078056 |
| 2024-04-22 06:00:00 | 2024-04-22 12:00:00 | 3225.59 | 3235.00 | 3187.99 | 3194.55 | 68784.12 | 0.082959 | -0.007089 | 0.145247 | 0.001253 |
| 2024-04-22 12:00:00 | 2024-04-22 18:00:00 | 3194.87 | 3216.99 | 3166.80 | 3199.07 | 80453.01 | 0.011070 | -0.043725 | 0.092337 | 0.011738 |
| 2024-04-22 18:00:00 | 2024-04-23 00:00:00 | 3193.00 | 3224.20 | 3175.75 | 3200.19 | 47310.53 | 0.006693 | -0.017214 | 0.114684 | 0.014335 |
| 2024-04-23 00:00:00 | 2024-04-23 06:00:00 | 3197.46 | 3223.36 | 3168.52 | 3184.99 | 47977.44 | 0.017130 | -0.002039 | 0.096631 | 0.000000 |
