| time start | time end | open | high | low | close | volume | zscore(64)_1_open | zscore(64)_1_high | zscore(64)_1_low | zscore(64)_1_close |
| 2024-04-10 06:00:00 | 2024-04-10 12:00:00 | 3532.20 | 3554.19 | 3493.07 | 3521.33 | 71389.63 | 0.439354 | 0.298219 | 0.460505 | 0.343649 |
| 2024-04-10 12:00:00 | 2024-04-10 18:00:00 | 3527.99 | 3547.49 | 3411.82 | 3517.95 | 171731.41 | 0.394753 | 0.262353 | -0.179916 | 0.335930 |
| 2024-04-10 18:00:00 | 2024-04-11 00:00:00 | 3510.00 | 3562.95 | 3478.42 | 3545.64 | 67138.56 | 0.272144 | 0.400729 | 0.360417 | 0.565062 |
| 2024-04-11 00:00:00 | 2024-04-11 06:00:00 | 3547.85 | 3581.86 | 3524.27 | 3563.21 | 55034.68 | 0.581971 | 0.565949 | 0.737861 | 0.720369 |
| 2024-04-11 06:00:00 | 2024-04-11 12:00:00 | 3564.60 | 3618.30 | 3514.57 | 3522.89 | 99489.61 | 0.730085 | 0.879502 | 0.685010 | 0.412771 |
| 2024-04-11 12:00:00 | 2024-04-11 18:00:00 | 3526.08 | 3575.00 | 3474.52 | 3511.92 | 141759.13 | 0.437272 | 0.537038 | 0.369209 | 0.334104 |
| 2024-04-11 18:00:00 | 2024-04-12 00:00:00 | 3513.23 | 3532.25 | 3490.63 | 3502.52 | 41847.43 | 0.343007 | 0.192680 | 0.512912 | 0.269442 |
| 2024-04-12 00:00:00 | 2024-04-12 06:00:00 | 3501.40 | 3552.40 | 3501.34 | 3542.16 | 46664.00 | 0.258586 | 0.373783 | 0.616596 | 0.612001 |
| 2024-04-12 06:00:00 | 2024-04-12 12:00:00 | 3543.14 | 3543.14 | 3507.95 | 3532.22 | 79351.21 | 0.616709 | 0.307193 | 0.676603 | 0.538663 |
| 2024-04-12 12:00:00 | 2024-04-12 18:00:00 | 3530.00 | 3532.48 | 3296.00 | 3325.39 | 217161.21 | 0.517002 | 0.237807 | -1.060573 | -1.163582 |
| 2024-04-12 18:00:00 | 2024-04-13 00:00:00 | 3318.22 | 3341.80 | 3100.00 | 3237.42 | 354292.30 | -1.217534 | -1.358188 | -2.505319 | -1.812616 |
| 2024-04-13 00:00:00 | 2024-04-13 06:00:00 | 3231.06 | 3265.00 | 3141.60 | 3247.80 | 175564.64 | -1.852027 | -1.915910 | -2.066624 | -1.659520 |
| 2024-04-13 06:00:00 | 2024-04-13 12:00:00 | 3249.19 | 3301.90 | 3246.32 | 3268.20 | 74806.00 | -1.638832 | -1.551948 | -1.229083 | -1.445461 |
| 2024-04-13 12:00:00 | 2024-04-13 18:00:00 | 3271.59 | 3296.83 | 3189.23 | 3194.01 | 132843.81 | -1.411824 | -1.535174 | -1.598359 | -1.934929 |
| 2024-04-13 18:00:00 | 2024-04-14 00:00:00 | 3190.14 | 3237.92 | 2852.00 | 3007.01 | 611744.13 | -1.953295 | -1.915128 | -3.620385 | -3.065258 |
| 2024-04-14 00:00:00 | 2024-04-14 06:00:00 | 2999.37 | 3079.07 | 2906.73 | 3073.10 | 230905.70 | -3.095639 | -2.896558 | -2.979891 | -2.432827 |
| 2024-04-14 06:00:00 | 2024-04-14 12:00:00 | 3075.20 | 3102.15 | 3008.86 | 3027.00 | 151665.29 | -2.402730 | -2.543604 | -2.212038 | -2.560967 |
| 2024-04-14 12:00:00 | 2024-04-14 18:00:00 | 3028.56 | 3101.27 | 2980.00 | 3051.58 | 214080.02 | -2.537394 | -2.391418 | -2.249735 | -2.262817 |
| 2024-04-14 18:00:00 | 2024-04-15 00:00:00 | 3055.86 | 3174.23 | 3039.00 | 3155.11 | 141253.47 | -2.227722 | -1.821866 | -1.823343 | -1.557440 |
| 2024-04-15 00:00:00 | 2024-04-15 06:00:00 | 3144.40 | 3161.02 | 3100.00 | 3157.79 | 105574.95 | -1.613302 | -1.823584 | -1.425642 | -1.485204 |
| 2024-04-15 06:00:00 | 2024-04-15 12:00:00 | 3159.87 | 3277.85 | 3156.55 | 3229.64 | 149703.35 | -1.464639 | -1.050896 | -1.074796 | -1.019591 |
| 2024-04-15 12:00:00 | 2024-04-15 18:00:00 | 3231.05 | 3246.03 | 3088.93 | 3115.61 | 204614.98 | -1.005399 | -1.211227 | -1.402208 | -1.639490 |
| 2024-04-15 18:00:00 | 2024-04-16 00:00:00 | 3112.88 | 3128.44 | 3023.19 | 3102.00 | 145144.00 | -1.647000 | -1.859252 | -1.694344 | -1.651800 |
| 2024-04-16 00:00:00 | 2024-04-16 06:00:00 | 3095.19 | 3120.59 | 2986.00 | 3047.10 | 151517.60 | -1.680650 | -1.827221 | -1.815361 | -1.889392 |
| 2024-04-16 06:00:00 | 2024-04-16 12:00:00 | 3047.75 | 3128.01 | 3003.00 | 3093.31 | 140609.87 | -1.875298 | -1.715596 | -1.666100 | -1.569845 |
| 2024-04-16 12:00:00 | 2024-04-16 18:00:00 | 3086.65 | 3095.37 | 2995.00 | 3043.26 | 168001.36 | -1.596829 | -1.833227 | -1.652452 | -1.786943 |
| 2024-04-16 18:00:00 | 2024-04-17 00:00:00 | 3044.80 | 3118.24 | 3035.46 | 3084.21 | 65923.24 | -1.767687 | -1.642095 | -1.398753 | -1.510428 |
| 2024-04-17 00:00:00 | 2024-04-17 06:00:00 | 3085.35 | 3123.75 | 3068.39 | 3089.53 | 74318.77 | -1.494536 | -1.557548 | -1.185789 | -1.428790 |
| 2024-04-17 06:00:00 | 2024-04-17 12:00:00 | 3091.39 | 3098.73 | 3037.65 | 3040.19 | 69655.26 | -1.410231 | -1.637171 | -1.304972 | -1.640682 |
| 2024-04-17 12:00:00 | 2024-04-17 18:00:00 | 3042.77 | 3063.65 | 2914.47 | 3002.35 | 255738.16 | -1.618537 | -1.763050 | -1.866121 | -1.770855 |
| 2024-04-17 18:00:00 | 2024-04-18 00:00:00 | 3003.78 | 3043.73 | 2964.35 | 2985.41 | 92240.94 | -1.755754 | -1.794542 | -1.549453 | -1.784522 |
| 2024-04-18 00:00:00 | 2024-04-18 06:00:00 | 2986.36 | 3035.08 | 2950.98 | 2984.11 | 85025.31 | -1.772864 | -1.764351 | -1.557881 | -1.718614 |
| 2024-04-18 06:00:00 | 2024-04-18 12:00:00 | 2989.18 | 3065.56 | 2954.01 | 3046.45 | 111788.55 | -1.688034 | -1.543392 | -1.490817 | -1.354577 |
| 2024-04-18 12:00:00 | 2024-04-18 18:00:00 | 3046.04 | 3094.40 | 2985.69 | 3037.61 | 142952.14 | -1.353260 | -1.352464 | -1.301716 | -1.361277 |
| 2024-04-18 18:00:00 | 2024-04-19 00:00:00 | 3036.96 | 3080.82 | 3018.20 | 3064.40 | 49261.70 | -1.360203 | -1.384093 | -1.117194 | -1.196154 |
| 2024-04-19 00:00:00 | 2024-04-19 06:00:00 | 3061.25 | 3070.24 | 2865.18 | 3000.81 | 245673.46 | -1.207346 | -1.396049 | -1.776060 | -1.463995 |
| 2024-04-19 06:00:00 | 2024-04-19 12:00:00 | 3000.99 | 3128.89 | 2989.57 | 3102.60 | 173264.46 | -1.458634 | -1.072134 | -1.163751 | -0.943660 |
| 2024-04-19 12:00:00 | 2024-04-19 18:00:00 | 3105.17 | 3121.00 | 3029.72 | 3080.46 | 114352.67 | -0.928165 | -1.082259 | -0.953639 | -1.024069 |
| 2024-04-19 18:00:00 | 2024-04-20 00:00:00 | 3074.31 | 3107.94 | 3020.63 | 3056.45 | 74569.50 | -1.049522 | -1.117652 | -0.969543 | -1.109515 |
| 2024-04-20 00:00:00 | 2024-04-20 06:00:00 | 3055.55 | 3070.80 | 3018.75 | 3063.41 | 56122.07 | -1.109496 | -1.263417 | -0.954678 | -1.049751 |
| 2024-04-20 06:00:00 | 2024-04-20 12:00:00 | 3061.46 | 3071.03 | 3029.99 | 3047.38 | 45441.10 | -1.054516 | -1.226018 | -0.880577 | -1.093873 |
| 2024-04-20 12:00:00 | 2024-04-20 18:00:00 | 3048.94 | 3166.46 | 3040.34 | 3154.28 | 84278.75 | -1.082375 | -0.748419 | -0.810720 | -0.574982 |
| 2024-04-20 18:00:00 | 2024-04-21 00:00:00 | 3158.69 | 3171.88 | 3127.00 | 3155.79 | 56715.68 | -0.551373 | -0.701381 | -0.413084 | -0.554250 |
| 2024-04-21 00:00:00 | 2024-04-21 06:00:00 | 3156.37 | 3197.18 | 3126.87 | 3176.40 | 66111.99 | -0.548623 | -0.569067 | -0.405144 | -0.450131 |
| 2024-04-21 06:00:00 | 2024-04-21 12:00:00 | 3177.20 | 3191.22 | 3153.66 | 3168.81 | 55991.66 | -0.443917 | -0.586755 | -0.279891 | -0.479282 |
| 2024-04-21 12:00:00 | 2024-04-21 18:00:00 | 3171.27 | 3176.70 | 3116.49 | 3148.51 | 62216.68 | -0.465635 | -0.641903 | -0.438166 | -0.560630 |
| 2024-04-21 18:00:00 | 2024-04-22 00:00:00 | 3148.99 | 3169.57 | 3129.82 | 3147.66 | 35649.30 | -0.556191 | -0.660137 | -0.366826 | -0.551116 |
| 2024-04-22 00:00:00 | 2024-04-22 06:00:00 | 3149.05 | 3231.29 | 3129.15 | 3227.66 | 94392.35 | -0.542551 | -0.360301 | -0.357611 | -0.172351 |
| 2024-04-22 06:00:00 | 2024-04-22 12:00:00 | 3230.00 | 3235.00 | 3187.99 | 3194.55 | 68833.42 | -0.160154 | -0.334092 | -0.086612 | -0.316085 |
| 2024-04-22 12:00:00 | 2024-04-22 18:00:00 | 3192.84 | 3216.99 | 3166.80 | 3199.07 | 80411.97 | -0.322532 | -0.407839 | -0.171090 | -0.284941 |
| 2024-04-22 18:00:00 | 2024-04-23 00:00:00 | 3193.00 | 3224.20 | 3175.75 | 3200.19 | 47310.53 | -0.311213 | -0.361356 | -0.120225 | -0.268992 |
| 2024-04-23 00:00:00 | 2024-04-23 06:00:00 | 3197.46 | 3223.36 | 3168.52 | 3184.99 | 47980.14 | -0.279380 | -0.351765 | -0.140728 | -0.324844 |
